verse_key,ngc,fr
RUT.1.12,Yanani bana ba mba. Mbi naimei mosuku nabwaniti bokɛɛ naikina ta moki. Ko nakaisa molema bo nabwani nakɛe moki: Oko ta bulu bo busa ibubu nadiadea moomi ko nabotadea bana baami.,"Retournez, mes filles, allez! Je suis trop vieille pour me remarier. Et quand je dirais: Jai de lespérance; quand cette nuit même je serais avec un mari, et que jenfanterais des fils."
RUT.1.13,"Otukeadeani tee bakandoe? Olonadeani boasɔnɔ na baami bakina? Ngasa, bana ba mbi bali! Nadii na ndjokwa enɛnɛ bonɔ e bino, modjɔ mo ebɔ e Kumu eokedjini saya mɛnɛ.».","attendriez-vous pour cela quils eussent grandi, refuseriez-vous pour cela de vous marier? Non, mes filles! Car à cause de vous je suis dans une grande affliction de ce que la main de lÉternel sest étendue contre moi."
RUT.1.14,"Bakio babae baso bayea naikina bobuke mɛnɛ. Ngɔngɔ djimina Olɔpa adinga bokio bo nde ekɔpi aso amoisea ndese e suka, endelo Luta alona bobɔtɔ na Naomi.","Et elles élevèrent la voix, et pleurèrent encore. Orpa baisa sa belle-mère, mais Ruth sattacha à elle."
RUT.1.15,"Iboa Naomi abala na Luta bo: «Indja mbanda e wɛ ayani ta dii bato bande ko ta dii ba ndjakomba ba nde, wɛ pongono yana oko mondumba mosayana iyo.».","Naomi dit à Ruth: Voici, ta belle-sœur est retournée vers son peuple et vers ses dieux; retourne, comme ta belle-sœur."
RUT.1.16,"Luta asɔmbedja bo: «Kina bolindoanani nayane ko kina bosiani nakaokimana. Esika esusu ekɛedea wɛ, mbi nakɛɛdea; esika edaadea wɛ, mbi nadadea ena. Bato ba wɛ badaadea bato ba mbi; Ndjaokomba o wɛ adadea Ndjakomba o mbi.","Ruth répondit: Ne me presse pas de te laisser, de retourner loin de toi! Où tu iras jirai, où tu demeureras je demeurerai; ton peuple sera mon peuple, et ton Dieu sera mon Dieu;."
RUT.1.17,Esika egwadea wɛ mbi nagwadea ko napuseamadea oko ena. Kina bo Kumu apɛni etumbu enɔi na bobuke emiti daa oko yogo elobɔtodje!».,"où tu mourras je mourrai, et jy serai enterrée. Que lÉternel me traite dans toute sa rigueur, si autre chose que la mort vient à me séparer de toi!."
RUT.1.18,"Ehole eɛnɛ Naomi bo Luta akpekpea bo akɛe na nde engbanga emɔti, akina bomolindoana.","Naomi, la voyant décidée à aller avec elle, cessa ses instances."
RUT.1.19,ko bakɛɛ engbanga emɔti mbunoko ta Bɛtɛlɛmɛ. Boimea bo bobo ngando enɛnɛ esusu eso ekumana. Bali baso bawadjaka bo: «Iyoo edii oko Naomi?».,"Elles firent ensemble le voyage jusquà leur arrivée à Bethléhem. Et lorsquelles entrèrent dans Bethléhem, toute la ville fut émue à cause delles, et les femmes disaient: Est-ce là Naomi?."
RUT.1.20,"Naomi abasɔmbedja bo: « Pɛpɛ bobeanini Naomi, Mwali o mongandi, endelo beanini Mala Mwali o ndjokwa, modjɔ mo Kumu Onɔi Ngulu aokedjini ndjokwa enɛnɛ.","Elle leur dit: Ne mappelez pas Naomi; appelez-moi Mara, car le Tout-Puissant ma remplie damertume."
RUT.1.21,Nakinaka iya moto mokokake ko Kumu ahuledjini mɔmɔ ngasa. Pɛpɛ bobeanini Naomi elɔkɔe bo Kumu ahombani diko di mbi ko Kumu onɔi ngulu aɛnɛdjini ndjokwa enɛnɛ.».,"Jétais dans labondance à mon départ, et lÉternel me ramène les mains vides. Pourquoi mappelleriez-vous Naomi, après que lÉternel sest prononcé contre moi, et que le Tout-Puissant ma affligée?."
RUT.1.22,"Iyena edii mondumba mohula Naomi ta Moabi na bokiyo bo nde Luta, moto o Moabi. Baimea ta Bɛtɛlɛmɛ ta ehole ebukaka bo mbuma dji olɔdje .","Ainsi revinrent du pays de Moab Naomi et sa belle-fille, Ruth la Moabite. Elles arrivèrent à Bethléhem au commencement de la moisson des orges."
RUT.2.1,Moto omɔti modieli ko o gala adaaka ta Bɛtɛlɛmɛ kombe e nde Boadji. Iyo adaaka bwela bo Elimɛlɛkɛ moomi o Naomi.,"Naomi avait un parent de son mari. Cétait un homme puissant et riche, de la famille dÉlimélec, et qui se nommait Boaz."
RUT.2.2,"Busa bomɔti, Luta moto o Moabi abala na Naomi bo: «Pani ndjea, nakɛe ta gbie andoana mbuma djia ikwakadea ta ngɔngɔ dji bato ibia babukakadea. Kaoko nabwani bodia moto obookeani wa bɛngi nandoane.» Naomi amosɔmbedja bo: «Nongo kɛe mwana o mba.».","Ruth la Moabite dit à Naomi: Laisse-moi, je te prie, aller glaner des épis dans le champ de celui aux yeux duquel je trouverai grâce. Elle lui répondit: Va, ma fille."
RUT.2.3,"Luta akɛɛ adoana mbuma ta gbie, ngɔngɔ dji bato ibia bandoanaka. Enakoboa esongana bo gbie emina edaka e Boadji, bwela bo Elimɛlɛkɛ.","Elle alla glaner dans un champ, derrière les moissonneurs. Et il se trouva par hasard que la pièce de terre appartenait à Boaz, qui était de la famille dÉlimélec."
RUT.2.4,"Oko ta ehole emina, Boadji aimea ta Bɛtɛlɛmɛ. Aisea bato babukaka mbuma dji ble bo: «Kina bo Kumu adae na nu!» Bamosɔmbedja bo: « Kina bo Kumu aodjongoe!».","Et voici, Boaz vint de Bethléhem, et il dit aux moissonneurs: Que lÉternel soit avec vous! Ils lui répondirent: Que lÉternel te bénisse!."
RUT.2.5,Boadji awadja kapita o bato batswaka mbuma dji ble bo: «Moseka iyo adii mwali o nda?».,Et Boaz dit à son serviteur chargé de surveiller les moissonneurs: A qui est cette jeune femme?.
RUT.2.6,"Kapita amosɔmbedja bo: «Adii mwana mwali o Moabi, ahulabi engbanga emɔti na Naomi.","Le serviteur chargé de surveiller les moissonneurs répondit: Cest une jeune femme Moabite, qui est revenue avec Naomi du pays de Moab."
RUT.2.7,Awadjakini ndjea andoe mbuma ngɔngɔ dji bato batswakadea mihɔngbu mi mbuma dji ble. Adoaki ehuma e busa ibubu mbunoko edɛdiyeye ahemaki oko moo ehole mokɛkɛ.».,"Elle a dit: Permettez-moi de glaner et de ramasser des épis entre les gerbes, derrière les moissonneurs. Et depuis ce matin quelle est venue, elle a été debout jusquà présent, et ne sest reposée quun moment dans la maison."
RUT.2.8,Iboa Boadji abala na Luta bo: «Hokamedja bopele mwana mwali o mba. Pɛpɛ bokɛɛ oko andoana mbuma ta gbie e moto okina; dikama iya ko sala engbanga emɔti na basali ba mbi ba bali.,"Boaz dit à Ruth: Écoute, ma fille, ne va pas glaner dans un autre champ; ne téloigne pas dici, et reste avec mes servantes."
RUT.2.9,Indja bopele pamba e bukakadea bo mbuma ta gbie ko kimana bali ibia babukakadea. Nasii basali badae pɛpɛ bookumana. Ehole eokadea wɛ posa e madiba kɛɛ amwake imia maloki basali ta mondungulu.».,"Regarde où lon moissonne dans le champ, et va après elles. Jai défendu à mes serviteurs de te toucher. Et quand tu auras soif, tu iras aux vases, et tu boiras de ce que les serviteurs auront puisé."
RUT.2.10,Iboa Luta akwa na magbunda ko aso asunea boso ta kpɔtɔ ko abala na Boadji bo: «Ookeini ndjokwa enɛnɛ ibo tina nda ko okɔmedji mbi iyona odii mokɛndɛli?».,"Alors elle tomba sur sa face et se prosterna contre terre, et elle lui dit: Comment ai-je trouvé grâce à tes yeux, pour que tu tintéresses à moi, à moi qui suis une étrangère?."
RUT.2.11,"Boadji amosɔmbedja bo: «Batubanini midjɔ misusu mikɔɔbi wɛ bokiyo bo wɛ o mwali ngɔngɔ dji bogwa bo moomi o wɛ. Nadjebakadea mondumba mokini wɛ sangwao, na ngwao ko na ekomi ebotama wɛ bɛngi odoe ahelama na bato badaka wɛ pɛpɛ bodjeba.","Boaz lui répondit: On ma rapporté tout ce que tu as fait pour ta belle-mère depuis la mort de ton mari, et comment tu as quitté ton père et ta mère et le pays de ta naissance, pour aller vers un peuple que tu ne connaissais point auparavant."
RUT.2.12,"Yɛɛ bo Kumu aopute na midjɔ imia misusu mikɔɔbi wɛ. Yɛɛ bo Kumu, Ndjakomba o Isalɛlɛ aopute na bonɔ modjɔ mo odoi abolama nase dji mapapu ma nde.».","Que lÉternel te rende ce que tu as fait, et que ta récompense soit entière de la part de lÉternel, le Dieu dIsraël, sous les ailes duquel tu es venue te réfugier!."
RUT.2.13,"Luta asɔmbedja bo: «Moswa mbi, okɔmeini bopele ! Opini mokuku ngulu na mibalo mi wɛ mi bwela, abo nabwaniti nongo na mosali mwali omɔti o wɛ.».","Et elle dit: Oh! Que je trouve grâce à tes yeux, mon seigneur! Car tu mas consolée, et tu as parlé au cœur de ta servante. Et pourtant je ne suis pas, moi, comme lune de tes servantes."
RUT.2.14,"Ta ehole e boyaka mia, Boadji abala na Luta bo: «Doa loyake; tomba ipa ko dubea ta mosua.» Luta adaa polo emɔti na bato ba mosala ko Boadji amopa mbuma djikalangake. Luta ayaka agola ndambo ekina eso edika.","Au moment du repas, Boaz dit à Ruth: Approche, mange du pain, et trempe ton morceau dans le vinaigre. Elle sassit à côté des moissonneurs. On lui donna du grain rôti; elle mangea et se rassasia, et elle garda le reste."
RUT.2.15,"Ngɔngɔ djimina, asɔmbɔ ta gbie andoana mihɔngbu mi mbuma, Boadji apa mitindo ta dii basali bo: «Mokinani andoane mbuma na nongo ta esika eemedji no maboke ma olɔdje na pɛpɛ bomobangedja .","Puis elle se leva pour glaner. Boaz donna cet ordre à ses serviteurs: Quelle glane aussi entre les gerbes, et ne linquiétez pas."
RUT.2.16,Obwanini kutu bodumba ndambo e mbuma idjia djinangakadea ino ta kpɔtɔ bɛngi adjiandoe. Pɛpɛ bomekani bomoanoanedja.».,"et même vous ôterez pour elle des gerbes quelques épis, que vous la laisserez glaner, sans lui faire de reproches."
RUT.2.17,"Luta andoana mbuma ta gbie mbunoko mɔmɔkɔ, ngɔngɔ djimina adjibomakaka edikaka mweka djimee saki emɔti enɛnɛ e mbuma dji ɔlɔdje .","Elle glana dans le champ jusquau soir, et elle battit ce quelle avait glané. Il y eut environ un épha dorge."
RUT.2.18,Atombi saki na ndambo e mia mayakaka ibo ayana ta ngando enɛnɛ ko aso apa bokiyo bo nde.,"Elle lemporta et rentra dans la ville, et sa belle-mère vit ce quelle avait glané. Elle sortit aussi les restes de son repas, et les lui donna."
RUT.2.19,Naomi amowadja bo: «Andoani wɛ mbuma idji busa ibubu djɔ? Osalaki ta gbie e nda? Yɛɛ bo moto iyo o opi ekumu adjongoame.» Iboa Luta atɔndea bokiyo bo nde bo asalaka ta bgie e moto omɔti kombe e nde Boadji.,"Sa belle-mère lui dit: Où as-tu glané aujourdhui, et où as-tu travaillé? Béni soit celui qui sest intéressé à toi! Et Ruth fit connaître à sa belle-mère chez qui elle avait travaillé: Lhomme chez qui jai travaillé aujourdhui, dit-elle, sappelle Boaz."
RUT.2.20,"Naomi abala bo: «Moto omina adjongoame na Kumu iyona okadae pɛpɛ bokina boinedja bopele bo nde ta dii bato badii na bomɔ na ibia bagwa!» Naomi abala naikina bo: «Moto omina adii bwela bo biso, adii omɔti ta tei e bato babwani bolosikoa .».","Naomi dit à sa belle-fille: Quil soit béni de lÉternel, qui se montre miséricordieux pour les vivants comme il le fut pour ceux qui sont morts! Cet homme est notre parent, lui dit encore Naomi, il est de ceux qui ont sur nous droit de rachat."
RUT.2.21,Iboa Luta moto o Moabi asɔmbedja bo: «Atɔndeini nasale esika emɔti na basali ba nde tee mbunoko ehole esiadea gbie esusu bobuka mbuma.».,"Ruth la Moabite ajouta: Il ma dit aussi: Reste avec mes serviteurs, jusquà ce quils aient achevé toute ma moisson."
RUT.2.22,"Naomi asɔmbedja na bokiyo bo nde Luta bo: «Mwana o mba edii bopele, kimana oko na basali ba nde ba bali. Pɛpɛ bomeka bokɛɛ ta gbie e moto okina basaka kɛɛ aonɔngedja iho.».","Et Naomi dit à Ruth, sa belle-fille: Il est bon, ma fille, que tu sortes avec ses servantes, et quon ne te rencontre pas dans un autre champ."
RUT.2.23,Iboa Luta abuka mbuma esika emɔti na basali ba bali ba Boadji mbunoko ehole esia mbuma dji ɔlɔdje na mbuma dji ble. Adikamaka oko ta dii bokiyo bo nde.,"Elle resta donc avec les servantes de Boaz, pour glaner, jusquà la fin de la moisson des orges et de la moisson du froment. Et elle demeurait avec sa belle-mère."
RUT.3.1,"Busa bomɔti, Naomi bokiyo bo Luta abala na nde bo: «Mwana o mba, etungi na mbi naohombee esika epele ebwani na wɛ bodaa bopele.","Naomi, sa belle-mère, lui dit: Ma fille, je voudrais assurer ton repos, afin que tu fusses heureuse."
RUT.3.2,"Odjebakadea Boadji, iyona asalaka wɛ engbanga emɔti na basali ba nde ba bali adii bwela bo biso. Enakoboa busa ibubu mɔmɔkɔ, akɛɛdea abomakaka mbuma dji olɔdje ta diako di nde .","Et maintenant Boaz, avec les servantes duquel tu as été, nest-il pas notre parent? Voici, il doit vanner cette nuit les orges qui sont dans laire."
RUT.3.3,"Iboa sasosa, sasopea malasi ko lwoa mokoto mowɛ mopele kɛɛ iho ta diako di nde, endelo pɛpɛ bosaɛnɛmedja oko boso bo nde ehole edii iyo pɛpɛ bosidja boya ko na bomwaka.","Lave-toi et oins-toi, puis remets tes habits, et descends à laire. Tu ne te feras pas connaître à lui, jusquà ce quil ait achevé de manger et de boire."
RUT.3.4,"Ehole emadea iyo sama, toma indja polo esamadea iyo. Sabatea mbuti ko kundoa molangiti mo nde ko saama ta mako ma nde . Ngɔngɔ djimina iyo mɛnɛ ainedjadea eka ebwani na wɛ bokɔɔ.».","Et quand il ira se coucher, observe le lieu où il se couche. Ensuite va, découvre ses pieds, et couche-toi. Il te dira lui-même ce que tu as à faire."
RUT.3.5,Luta asɔmbedja bo: «Nakɔɔdɛa midjɔ misusu misa bala wɛ.».,Elle lui répondit: Je ferai tout ce que tu as dit.
RUT.3.6,Luta akɛɛ ta diako ko akɔɔ oko motindo moma motɔndea bokiyo bo nde.,"Elle descendit à laire, et fit tout ce quavait ordonné sa belle-mère."
RUT.3.7,"Boadji ayaka mia ko amwaka, molema mo nde moso moluma na mongandi, akɛɛ asama mbuti na iboke di nde di mbuma dji olɔdje . Luta akɛɛ bopɛtɛ bopɛtɛ, akundoa molangiti mo nde ko asaninodja ta mako ma nde.","Boaz mangea et but, et son cœur était joyeux. Il alla se coucher à lextrémité dun tas de gerbes. Ruth vint alors tout doucement, découvrit ses pieds, et se coucha."
RUT.3.8,"Ta ndanda e bulu, Boadji adjakimi ta tei e hiɔ ko asangɔdjɔ ko aɛnɛ mwali asambi ta mako ma nde.","Au milieu de la nuit, cet homme eut une frayeur; il se pencha, et voici, une femme était couchée à ses pieds."
RUT.3.9,"Amowadja bo: «Wɛ nda?» Amosɔmbedja bo: «Edii mbi Luta, mosali o wɛ. Kundani sɔngɔ e esendja e wɛ modjɔ mo odii omɔti ta tei e bato bawani bosikoani .».","Il dit: Qui es-tu? Elle répondit: Je suis Ruth, ta servante; étends ton aile sur ta servante, car tu as droit de rachat."
RUT.3.10,"Boadji amotɔndea bo: «Mwana o mbi o mwali, yɛɛ bo Kumu aodjongoe! Oinedji bwela ta ibota di moomi o wɛ, bonɔɔ ibua boinedja wɛ ta dii bokiyo bo wɛ. Modjɔ mo obwanaki bohomba Menga ibia badii na madieli kaoko bakwali.","Et il dit: Sois bénie de lÉternel, ma fille! Ce dernier trait témoigne encore plus en ta faveur que le premier, car tu nas pas recherché des jeunes gens, pauvres ou riches."
RUT.3.11,"Edɛdiyeye, mwana o mba o mwali, pɛpɛ bobanga oko. Ekɔmɔɔdea eka esusu ewadjadeani wɛ, modjɔ mo moto mosusu iyaya ta dii iso adjebakadea bo odii mwali omɔti o ekumu.","Maintenant, ma fille, ne crains point; je ferai pour toi tout ce que tu diras; car toute la porte de mon peuple sait que tu es une femme vertueuse."
RUT.3.12,"Edii oko sooti bo nadii mosikoi, endelo edii na mosikoi okina adii itina di bwela bonɔ mba.","Il est bien vrai que jai droit de rachat, mais il en existe un autre plus proche que moi."
RUT.3.13,"Wɛɛ iyaya; puma ehuma, akapala boosikoa, aosikoe. Amiti pala, naodikanedji ta kombe Kumu o bomɔ, mbi mɛnɛ naosikoadea. Wɛɛ iyaya tii mbunoko ehuma.».","Passe ici la nuit. Et demain, sil veut user envers toi du droit de rachat, à la bonne heure, quil le fasse; mais sil ne lui plaît pas den user envers toi, jen userai, moi, lÉternel est vivant! Reste couchée jusquau matin."
RUT.3.14,Luta awɛɛ ta mako ma Boadji mbunoko ehuma endelo aimana na ihindihindi mɛnɛ. Modjɔ mo Boadji asabaleaka bo moto omɔti abwaniti nongo adjebe bo mwali iyo awɛɛki iya.,"Elle resta couchée à ses pieds jusquau matin, et elle se leva avant quon pût se reconnaître lun lautre. Boaz dit: Quon ne sache pas quune femme est entrée dans laire."
RUT.3.15,Boadji abala na nde boso bo boyana bo: «Tingoa iputa di wɛ ko ipea na ngulu.» Luta anangodja iputa ko Boadji amopa katini dji olɔdje djisamano ko amobakea ta molo. Ngɔngɔ djimina ayana ta ngando enɛnɛ.,"Et il ajouta: Donne le manteau qui est sur toi, et tiens-le. Elle le tint, et il mesura six mesures dorge, quil chargea sur elle. Puis il rentra dans la ville."
RUT.3.16,"Luta aimea ta dii bokiyo bo nde ko aso amowadja bo: «Mwana o mba, iho ko gala nda?» Iboa Luta amotubana midjɔ misusu mimokɔmea Boadji.","Ruth revint auprès de sa belle-mère, et Naomi dit: Est-ce toi, ma fille? Ruth lui raconta tout ce que cet homme avait fait pour elle."
RUT.3.17,Abala naikina bo: «Apini pongono katini idjidji djisamano dji olɔdje na bobala bo nitabɔngɔ nahule ta dii wɛ mabɔ mabae.».,"Elle dit: Il ma donné ces six mesures dorge, en disant: Tu ne retourneras pas à vide vers ta belle-mère."
RUT.3.18,"Naomi abala bo: «Mwana o mba o mwali, kanga molema tee mbunoko odjebe mondumba monɔmɔɔdea modjɔ momina. Modjɔ mo moomi iyona adikamadea bogo busa ibubu oko akamasidja modjɔ momina!».","Et Naomi dit: Sois tranquille, ma fille, jusquà ce que tu saches comment finira la chose, car cet homme ne se donnera point de repos quil nait terminé cette affaire aujourdhui."
RUT.4.1,"Boadji akɛɛ adaa ta modipe mo ngando enɛnɛ . Ngɔngɔ dji moo ehole mokɛkɛ, mosikoi o ibota di Elimɛlɛkɛ iyona obalaka Boadji adoa anɔɔ ena. Boadji amobea: «Wɛ pete doa adae iya». Iyo aso adoa ko adaa na mobondo.","Boaz monta à la porte, et sy arrêta. Or voici, celui qui avait droit de rachat, et dont Boaz avait parlé, vint à passer. Boaz lui dit: Approche, reste ici, toi un tel. Et il sapprocha, et sarrêta."
RUT.4.2,Iboa Boadji abea baami doomi ta tei e basuku ba ngando enɛnɛ badae na bu. Ibo baso badaa na mobondo.,"Boaz prit alors dix hommes parmi les anciens de la ville, et il dit: Asseyez-vous ici. Et ils sassirent."
RUT.4.3,Boadji awadja na mosikoi ibo: «Naomi ahuli ta ekomi e Moabi. Apalakadea atɛkise mokpɔtɔ mo mwange e biso Elimɛlɛkɛ.,"Puis il dit à celui qui avait le droit de rachat: Naomi, revenue du pays de Moab, a vendu la pièce de terre qui appartenait à notre frère Élimélec."
RUT.4.4,"Mbi nasepi nabale na wɛ modjɔ momina ko naotɔndee osombe mokpɔtɔ momina boso bo basuku ko na boso bo bato ibibi basusu badii iya edɛdiyeye. Okapala bosomba somba, emiti bɔngɔ tɔndea mbi, modjɔ mo ngɔngɔ dji wɛ edii mbi moto abwani botomba ikoki dimina.» Moomi omina asɔmbedja bo: «Napalakadea namosombe.».","Jai cru devoir ten informer, et te dire: Acquiers-la, en présence des habitants et en présence des anciens de mon peuple. Si tu veux racheter, rachète; mais si tu ne veux pas, déclare-le-moi, afin que je le sache. Car il ny a personne avant toi qui ait le droit de rachat, et je lai après toi. Et il répondit: je rachèterai."
RUT.4.5,"Boadji abala bo: «Busa bosombadea na wɛ mokpɔtɔ momina ta dii Naomi, otungi bosikoa pongono Luta moto o Moabi, mwali o mwange e biso ogwa obote na nde bɛngi mokpɔtɔ momina modikame mo muma nde o gwa .».","Boaz dit: Le jour où tu acquerras le champ de la main de Naomi, tu lacquerras en même temps de Ruth la Moabite, femme du défunt, pour relever le nom du défunt dans son héritage."
RUT.4.6,"Mosikoi omina asɔmbedja bo: «Ekadaa iboa naloni, nitasikoakadea midjɔ mimina, nasaka bedja bodieli bo mbi. Wɛ mɛnɛ sikoa midjɔ mimina, modjɔ mo mbi nita hɔnɔ.».","Et celui qui avait le droit de rachat répondit: Je ne puis pas racheter pour mon compte, crainte de détruire mon héritage; prends pour toi mon droit de rachat, car je ne puis pas racheter."
RUT.4.7,"Ndelo ekina ta Isalɛlɛ, bɛngi basukedje modjɔ mosusu moindji bosomba eka emɔti kaoko bosandja eka emɔti ta polo e eka ekina, moto omɔti ta tei e bobo aiwaka sapato dji nde ko adjipaka ta dii okina bɛngi basukedje modjɔ. Ikambo dimina diinedjaka bo badhimeani.","Autrefois en Israël, pour valider une affaire quelconque relative à un rachat ou à un échange, lun ôtait son soulier et le donnait à lautre: cela servait de témoignage en Israël."
RUT.4.8,"Ta tina emina ta ehole ebalaka mosikoi na Boadji asombe mokpɔtɔ, aiwa sapato dji nde ko aso amopa.",Celui qui avait le droit de rachat dit donc à Boaz: Acquiers pour ton compte! Et il ôta son soulier.
RUT.4.9,"Iboa, Boadji abala na basuku ko na bato basusu badaa ena bo: «Ino bɛnɛ odiini ba temo busa ibubu bo nasombi ta dii Naomi leka losusu lodaki lo Elimɛlɛkɛ, Kiliɔni na Mahalɔni.","Alors Boaz dit aux anciens et à tout le peuple: Vous êtes témoins aujourdhui que jai acquis de la main de Naomi tout ce qui appartenait à Élimélec, à Kiljon et à Machlon."
RUT.4.10,"Natombi pongono Luta moto o Moabi mwali o Malɔni ogwa. Namobotee bana ibia basangoadea bodieli bo nde, ibota di nde adae pɛpɛ bolɛmɔ ta tei e denga di nde kaoko ta ngando enɛnɛ e nde. Ino bɛnɛ odiini ba temo busa ibubu.».","et que je me suis également acquis pour femme Ruth la Moabite, femme de Machlon, pour relever le nom du défunt dans son héritage, et afin que le nom du défunt ne soit point retranché dentre ses frères et de la porte de son lieu. Vous en êtes témoins aujourdhui!."
RUT.4.11,Basuku na bato ibia badaka ena babala bo: «Iso lodii batemo. Kina bo Kumu adjongoe mwali iyona osakwea ta ndako e wɛ; adae mondumba momɔti na Lasɛlɛ ko na Lea ibia babota bato ba Isalɛlɛ! Kina bo bodieli bo wɛ bodae bonɛnɛ ta ibota di Epalata ko kombe e wɛ edjebame ta Bɛtɛlɛlɛmɛ esusu!.,"Tout le peuple qui était à la porte et les anciens dirent: Nous en sommes témoins! Que lÉternel rende la femme qui entre dans ta maison semblable à Rachel et à Léa, qui toutes les deux ont bâti la maison dIsraël! Manifeste ta force dans Éphrata, et fais-toi un nom dans Bethléhem!."
RUT.4.12,"Kina bo Kumu aopɛ bana banɛnɛ na ndjea e moseka mwali ko ibota di wɛ didae ondingo ibota di Pelɛsi , mwana o Yuda na Tamale!».","Puisse la postérité que lÉternel te donnera par cette jeune femme rendre ta maison semblable à la maison de Pérets, qui fut enfanté à Juda par Tamar!."
RUT.4.13,Iboa Boadji atomba Luta ko aimea mwali o nde. Kumu amodjongoa alwa deemi ko aso abota mwana moomi.,"Boaz prit Ruth, qui devint sa femme, et il alla vers elle. LÉternel permit à Ruth de concevoir, et elle enfanta un fils."
RUT.4.14,Bali babala na Naomi bo: «Kumu asɔe ekumu! Iyo akiniti busa ibubu bo otake mosikoi. Kina bo kombe e nde edie gala ta isalɛlɛ!.,"Les femmes dirent à Naomi: Béni soit lÉternel, qui ne ta point laissé manquer aujourdhui dun homme ayant droit de rachat, et dont le nom sera célébré en Israël!."
RUT.4.15,"Asɔmbɔtɔnɔdea bomɔ bo wɛ ko aobaneadea ta ehole eimeadea wɛ mobange. Modjɔ mo bokiyo bo wɛ o mwali okaopale aboti mwana moomi, iyo anɔi kutu bana baami sambo.».","Cet enfant restaurera ton âme, et sera le soutien de ta vieillesse; car ta belle-fille, qui taime, la enfanté, elle qui vaut mieux pour toi que sept fils."
RUT.4.16,Naomi atomba mwana amobakea ta bupa bo nde ko aso amobɔkɔ.,"Naomi prit lenfant et le mit sur son sein, et elle fut sa garde."
