verse_key,ngc,fr
RUT.1.15,"Naomi abala na Luta boo: «Hokea, mbanda ɛ wɛ asɔmbi odii bato ba nde ko odii bandjambe ba nde. Wɛ ko sɔmbɔ, moda mokɔi yo.».","Naomi dit à Ruth: Voici, ta belle-sœur est retournée vers son peuple et vers ses dieux; retourne, comme ta belle-sœur."
RUT.1.16,"Endolo Luta amosɔmbɛdja boo: «Pɛpɛ olindani na ngulu boo naokine, naobambae. Esika esusu ekɛlea wɛ, mbai nakɛlea, esika esusu edalea wɛ, mbai ko nadalea, bato ba wɛ badalea bato ba mbai, Ndjambe ɔ wɛ adalea Ndjambe ɔ mbai.","Ruth répondit: Ne me presse pas de te laisser, de retourner loin de toi! Où tu iras jirai, où tu demeureras je demeurerai; ton peuple sera mon peuple, et ton Dieu sera mon Dieu;."
RUT.1.17,"Esika egwalea wɛ mbai koko nagwalea ena, ko edii ena esika epuseamalea mbai. Yɛɛ bo Kumu apɛni etumbu enɔi na opipo, emiti daa ogwa iboboani obɔtɔdjani na wɛ!».","où tu mourras je mourrai, et jy serai enterrée. Que lÉternel me traite dans toute sa rigueur, si autre chose que la mort vient à me séparer de toi!."
RUT.1.18,"Ehole eeni Naomi boo Luta atamokinaka, akina omolinda na ngulu.","Naomi, la voyant décidée à aller avec elle, cessa ses instances."
RUT.1.19,Bea ibo babae bakɛɛ engbanga mbunoko ta Bɛtɛlɛmɛ. Oimea bo oho bato basusu baoka ndjokwa. Bali basahɔdja na okamoa boo: «Hoo Naomi?».,"Elles firent ensemble le voyage jusquà leur arrivée à Bethléhem. Et lorsquelles entrèrent dans Bethléhem, toute la ville fut émue à cause delles, et les femmes disaient: Est-ce là Naomi?."
RUT.1.20,"Naomi abala na bu boo: «Pɛpɛ obeanini koko Naomi – Mwali ɔ sepi –, endolo beanini Mala – Mwali ɔ monɔngɔ –, tina ɛ boo ona Onɔi na Ngulu djisusu aimedjaini boyo mɛɛnɛ.","Elle leur dit: Ne mappelez pas Naomi; appelez-moi Mara, car le Tout-Puissant ma remplie damertume."
RUT.1.21,"Nadaka na leka luke ehole ɛokinani mbai, ko Kumu ahuledjaini mabɔ bwase. Bea tina ɛ beakani nanu koko Naomi nda? Ndjambe aokedjaini saya. Kumu ɔ ngulu djisusu aokedjaini saya.».","Jétais dans labondance à mon départ, et lÉternel me ramène les mains vides. Pourquoi mappelleriez-vous Naomi, après que lÉternel sest prononcé contre moi, et que le Tout-Puissant ma affligée?."
RUT.1.22,"Ena edii moda mahula Naomi donga ta Moaba nɔbɔ Luta, okio ba nde mwali ɔ Moaba. Ehole ɛimea bo ta Bɛtɛlɛmɛ, ɛdaka mbangi ɛ obuka mbuma ikabeebo ɔlɔdje.","Ainsi revinrent du pays de Moab Naomi et sa belle-fille, Ruth la Moabite. Elles arrivèrent à Bethléhem au commencement de la moisson des orges."
RUT.2.1,"Ta Bɛtɛlɛmɛ ɛdaka na moto omɔti ɔ odiheli bonɛnɛ ko ɔ gala. Kombe ɛ nde Boadja. Yo adaka moto ɔ ibota la Elimelɛkɛ, muma Naomi.","Naomi avait un parent de son mari. Cétait un homme puissant et riche, de la famille dÉlimélec, et qui se nommait Boaz."
RUT.2.2,"Busa bomɔti, Luta moto ɔ Moaba abala na Naomi boo: «Pani enɔli nakɛɛ ta gue atuta mbuma idjikakine babuki. Ehole ekina moto aokealeani ndjokwa ko akinaleani boo natute mbuma.» Naomi amosɔmbɛdja boo: «Mwa mbai, kɛɛ.».","Ruth la Moabite dit à Naomi: Laisse-moi, je te prie, aller glaner des épis dans le champ de celui aux yeux duquel je trouverai grâce. Elle lui répondit: Va, ma fille."
RUT.2.3,"Luta akɛɛ tina ɛ otuta mbuma ngɔngɔ dja babuki ta gue. Ena bea amakɛɛ oko ta gue ɛ Boadja, moto ɔ ibota la Elimelɛkɛ.","Elle alla glaner dans un champ, derrière les moissonneurs. Et il se trouva par hasard que la pièce de terre appartenait à Boaz, qui était de la famille dÉlimélec."
RUT.2.4,"Ngɔngɔ dja maa ehole, Boadja adonga ta Bɛtɛlɛmɛ ko akɛɛ ta gue ɛ nde. Bea aisea basali ba nde boo: «Yɛɛ, Kumu adae na nu!» Basali bamosɔmbɛdja boo: «Yɛɛ, Kumu aodjongoe!».","Et voici, Boaz vint de Bethléhem, et il dit aux moissonneurs: Que lÉternel soit avec vous! Ils lui répondirent: Que lÉternel te bénisse!."
RUT.2.5,Ngɔngɔ Boadjia dja ahɔdja kapita ɔ bato ba mosala boo: «Moseka hoo adii mwali ɔ nda?».,Et Boaz dit à son serviteur chargé de surveiller les moissonneurs: A qui est cette jeune femme?.
RUT.2.6,Kapita amosɔmbɛdja boo: «Adii moseka ɔ Moaba. Adonga ta ekomi ɛ Moaba engbanga emɔti na Naomi.,"Le serviteur chargé de surveiller les moissonneurs répondit: Cest une jeune femme Moabite, qui est revenue avec Naomi du pays de Moab."
RUT.2.7,"Ahɔdjaini ndjia boo atute mbuma idjakwaka na basali ta kata. Donga sɔɔ mbunoko hadɛdi asalaka oko, ahemi oko maa ehole mokɛkɛ.».","Elle a dit: Permettez-moi de glaner et de ramasser des épis entre les gerbes, derrière les moissonneurs. Et depuis ce matin quelle est venue, elle a été debout jusquà présent, et ne sest reposée quun moment dans la maison."
RUT.2.8,"Na bea Boadja abala na Luta boo: «Hokamedjani opele mwa mbai mwali, pɛpɛ okɛ ta gue ɛ moto okina. Dika haa ko sala engbanga na basali ba mbai bali.","Boaz dit à Ruth: Écoute, ma fille, ne va pas glaner dans un autre champ; ne téloigne pas dici, et reste avec mes servantes."
RUT.2.9,"Hokea opele esika ɛbukaka bo mbuma ta gue ko kimana bana bali ibatutaka mbuma. Nabali na basali ba mbai baami boo baokine ogoo. Bea okaoka posa ɛ madiba, kɛɛ amwɛɛ mia imadii ta poke idjilumedjai bo.».","Regarde où lon moissonne dans le champ, et va après elles. Jai défendu à mes serviteurs de te toucher. Et quand tu auras soif, tu iras aux vases, et tu boiras de ce que les serviteurs auront puisé."
RUT.2.10,"Ehole ɛoka Luta bea, asunea boso nase ko abala na Boadja boo: «Tina eokeni wɛ ndjokwa ta miso ma wɛ moda muu nda? Tina epini wɛ gala moda muu mbai ona odii mokɛndɛli nda?».","Alors elle tomba sur sa face et se prosterna contre terre, et elle lui dit: Comment ai-je trouvé grâce à tes yeux, pour que tu tintéresses à moi, à moi qui suis une étrangère?."
RUT.2.11,"Boadja amosɔmbɛdja boo: «Badjebedjaini midjɔ misusu imakɔɔ wɛ tina ɛ okio ba wɛ mwali donga ogwa ba muma wɛ. Ɔkina sangwao, ngwao, ngando ɛ wɛ bo ɔkɛɛ ahelama ta ndanda ɛ bato ibadii wɛ pɛpɛ odjeba boso.","Boaz lui répondit: On ma rapporté tout ce que tu as fait pour ta belle-mère depuis la mort de ton mari, et comment tu as quitté ton père et ta mère et le pays de ta naissance, pour aller vers un peuple que tu ne connaissais point auparavant."
RUT.2.12,"Yɛɛ boo Kumu aosɔmbɛdjae opele ta moda imakɔɔ wɛ. Edii bea, yɛɛ Kumu, Ndjambe ɔ Isalɛlɛ aopɛ iputi inɛnɛ tina ɛ boo odoi asabomba nase dja mapapulapu ma nde.».","Que lÉternel te rende ce que tu as fait, et que ta récompense soit entière de la part de lÉternel, le Dieu dIsraël, sous les ailes duquel tu es venue te réfugier!."
RUT.2.13,"Bea Luta asɔmbɛdja boo: «Moswa mbai, odii mopele mɛɛnɛ tina ɛ mbai! Bibaeli ba wɛ ba bwela bipingedjaini. Ena ko bea naboaniti noko na omɔti ɔ basali ba wɛ bali.».","Et elle dit: Oh! Que je trouve grâce à tes yeux, mon seigneur! Car tu mas consolée, et tu as parlé au cœur de ta servante. Et pourtant je ne suis pas, moi, comme lune de tes servantes."
RUT.2.14,"Ta ehole ɛ oyaka, Boadja abala na Luta boo: «Dua ayake na su. Tomba ekenge ɛ wɛ ɛ ipa ko yedubea ta vino.» Luta adaa esika emɔti na bato ba mosala ko Boadja amopa mbuma idjikalangamake. Luta ayaka, agola ko djikina djadikaa.","Au moment du repas, Boaz dit à Ruth: Approche, mange du pain, et trempe ton morceau dans le vinaigre. Elle sassit à côté des moissonneurs. On lui donna du grain rôti; elle mangea et se rassasia, et elle garda le reste."
RUT.2.15,"Ngɔngɔ djia Luta aemaa koko bɛngɛ akɛɛ atuta mbuma. Ngɔngɔ dja Luta okɛɛ, Boadja abala na basali ba nde boo: «Mokinani atute mbuma noko idjidi ta kata, na pɛpɛ omotungea.","Puis elle se leva pour glaner. Boaz donna cet ordre à ses serviteurs: Quelle glane aussi entre les gerbes, et ne linquiétez pas."
RUT.2.16,"Ihwani noko na ekenge ɛ mbuma ta kata ko djikinani ta kpɔtɔ bɛngɛɛ adjitute, pɛpɛ opɛli.».","et même vous ôterez pour elle des gerbes quelques épis, que vous la laisserez glaner, sans lui faire de reproches."
RUT.2.17,Luta atuta mbuma ta gue ɛ Boaza mbunoko mɔkɔmɔkɔ. Na bea aindakaka mingbondu imatuta yo. Alumedja mbuti na kilo tuku inei dja mbuma ikabee bo ɔlɔdje.,"Elle glana dans le champ jusquau soir, et elle battit ce quelle avait glané. Il y eut environ un épha dorge."
RUT.2.18,Ayana na saki ta ibonga ko ayeinedja okio ba nde. Aimanedja koko tikaika dja mia imayaka bo ko amopa.,"Elle lemporta et rentra dans la ville, et sa belle-mère vit ce quelle avait glané. Elle sortit aussi les restes de son repas, et les lui donna."
RUT.2.19,Naomi amohɔdja boo: «Otuti wɛ mbuma dji busa bu hɔɔ? Gue esalaki wɛ ɛ nda? Yɛɛ boo Ndjambe adjongoe ona ookɔmɛi opele. Luta asɔmbɛdja boo nasalaki mosala ta gue ɛ Boadja.».,"Sa belle-mère lui dit: Où as-tu glané aujourdhui, et où as-tu travaillé? Béni soit celui qui sest intéressé à toi! Et Ruth fit connaître à sa belle-mère chez qui elle avait travaillé: Lhomme chez qui jai travaillé aujourdhui, dit-elle, sappelle Boaz."
RUT.2.20,"Bea Naomi abala na Luta boo: «Yɛɛ Kumu adjongoame, yo ona oinedjai epaeli ɛ nde odii so bato ibadii ta mohelo, moda mainedja yo odii bato ibagwa!» Ngɔngɔ djia Naomi abakea boo: «Moomi ona adii moto ɔ bwela ba booso ba itina. Adii omɔti ɔ bato ibahɔni olwa mandi ma booso.».","Naomi dit à sa belle-fille: Quil soit béni de lÉternel, qui se montre miséricordieux pour les vivants comme il le fut pour ceux qui sont morts! Cet homme est notre parent, lui dit encore Naomi, il est de ceux qui ont sur nous droit de rachat."
RUT.2.21,Luta moto ɔ Moaba abala koko boo: «Boadja abala koko boo nasale esika emɔti na bato ba mosala mbunoko ehole ebɛtɛlea bo obuka mbuma susu.».,"Ruth la Moabite ajouta: Il ma dit aussi: Reste avec mes serviteurs, jusquà ce quils aient achevé toute ma moisson."
RUT.2.22,"Naomi asɔmbɛdja boo, «Opele, mwana ɔ mbai, kataana na basali ba nde ibali. Pɛpɛ okɛɛ ta gue ɛ moto okina, basaka onɔngedja oho.».","Et Naomi dit à Ruth, sa belle-fille: Il est bon, ma fille, que tu sortes avec ses servantes, et quon ne te rencontre pas dans un autre champ."
RUT.2.23,Bea Luta akɛɛ asala mosala esika emɔti na bato ba Boadja mbunoko suka ɛ mosala ma obuka mbuma dja ɔlɔdje. Adaka oko odii okio ba nde.,"Elle resta donc avec les servantes de Boaz, pour glaner, jusquà la fin de la moisson des orges et de la moisson du froment. Et elle demeurait avec sa belle-mère."
RUT.3.1,"Busa bomɔti, Naomi abala na Luta boo: «Mwana ɔ mbai, eboani boo naodihee esika ɛ iheme bɛngɛɛ ɔdae na sepi.","Naomi, sa belle-mère, lui dit: Ma fille, je voudrais assurer ton repos, afin que tu fusses heureuse."
RUT.3.2,"Elengɛɛ ɔdjebaka wɛ, Boadja ona oopi ndjia boo ɔsale engbanga na basali ba nde bali adii ɔ ibota la boso. Bea mɔkɔmɔkɔ muu, akɛlea yo mɛɛnɛ apupola mbuma dja ɔlɔdje ta esika ekadjipupole bo.","Et maintenant Boaz, avec les servantes duquel tu as été, nest-il pas notre parent? Voici, il doit vanner cette nuit les orges qui sont dans laire."
RUT.3.3,"Na bea sasosa, sasua malasi, ko lwa mokoto ma wɛ imonɔi na mopele. Ko tita ta esika ɛpupolaka yo mbuma. Endolo pɛpɛ osaenɛmɛdja na nde mbunoko akabɛtɛ oyaka na omwa.","Lave-toi et oins-toi, puis remets tes habits, et descends à laire. Tu ne te feras pas connaître à lui, jusquà ce quil ait achevé de manger et de boire."
RUT.3.4,"Ta ehole esamalea yo, hokea esika ehwɛlea yo. Ngɔngɔ djia, sabatea, kundodja molangiti maa osinɛɛ ko saama ta mako ma nde. Yo mɛɛnɛ aodjebedjalea moda moboani wɛ okɔ.».","Et quand il ira se coucher, observe le lieu où il se couche. Ensuite va, découvre ses pieds, et couche-toi. Il te dira lui-même ce que tu as à faire."
RUT.3.5,Luta amosɔmbɛdja boo: «Nakɔlea misusu oko moda mobali wɛ na mbai.».,Elle lui répondit: Je ferai tout ce que tu as dit.
RUT.3.6,Luta atita ta esika ɛdaka Boadja apupola mbuma. Akɔɔ oko moda imabala Naomi na nde.,"Elle descendit à laire, et fit tout ce quavait ordonné sa belle-mère."
RUT.3.7,"Boadja aya ko amwa, adaa na sepi enɛnɛ, ko akɛɛ asaama mbuti na ebole ɛ mbuma. Na bea, Luta asabatea ohɛɛ, akundodja molangiti ko asasambea ta mako ma nde.","Boaz mangea et but, et son cœur était joyeux. Il alla se coucher à lextrémité dun tas de gerbes. Ruth vint alors tout doucement, découvrit ses pieds, et se coucha."
RUT.3.8,"Ta ndanda ɛ bulu, Boadja asotibana ko ahombana: aenɛ mwali asambi ta mako ma nde.","Au milieu de la nuit, cet homme eut une frayeur; il se pencha, et voici, une femme était couchée à ses pieds."
RUT.3.9,"Amohɔdja boo: «Wɛ nda?» Luta amosɔmbedja boo: «Edii mbai, Luta, mosali ɔ wɛ mwali.Osɔni okapala. Tina ɛ boo odii ɔ ibota la mbai la itina, ohɔni olwa mandi ma mbai.».","Il dit: Qui es-tu? Elle répondit: Je suis Ruth, ta servante; étends ton aile sur ta servante, car tu as droit de rachat."
RUT.3.10,"Boadja amosɔmbɛdja boo: «Yɛɛ Kumu aodjongoe mwana ɔ mbai mwali! Tina ɛ boo epaeli einedjai wɛ hadɛdi ta ibota la muma wɛ, enɔi ena ɛinedja wɛ odii okio ba wɛ. Okɔki homba mwenga, modiheli kaoko mokwali oboani na wɛ.","Et il dit: Sois bénie de lÉternel, ma fille! Ce dernier trait témoigne encore plus en ta faveur que le premier, car tu nas pas recherché des jeunes gens, pauvres ou riches."
RUT.3.11,"Hadɛdi pɛpɛ obanga. Nakɔlea tina ɛ wɛ midjɔ misusu imihɔdjai wɛ, titi ngasa bato basusu ba ngando ɛ booso badjebi boo odii mwali ɔ ipiki.","Maintenant, ma fille, ne crains point; je ferai pour toi tout ce que tu diras; car toute la porte de mon peuple sait que tu es une femme vertueuse."
RUT.3.12,"Sooti mɛɛnɛ, nalwaalea mandi ma wɛ, endolo moto okina ɔ bwela ba wɛ mbuti adii ona oboani olwa mandi mia onɔ mbai.","Il est bien vrai que jai droit de rachat, mais il en existe un autre plus proche que moi."
RUT.3.13,"Hwɛɛ haa bulu buu; puma sɔɔ, akadhima boo aotombe, aotombe. Endolo amiti pala naleni seleka ta kombe ɛ Kumu boo mbai mɛɛnɛ naobalalea. Hwɛɛ haa mbunoko puma sɔɔ.».","Passe ici la nuit. Et demain, sil veut user envers toi du droit de rachat, à la bonne heure, quil le fasse; mais sil ne lui plaît pas den user envers toi, jen userai, moi, lÉternel est vivant! Reste couchée jusquau matin."
RUT.3.14,"Luta ahwɛɛ ta mako ma Boadja mbunoko sɔɔ. Endolo aongɔ sɔɔ mɛɛnɛ, na hindihindi tina ɛ boo basakamoenɛ. Tina ɛ Boadja aipalaka bato badjebe boo Luta aingea ta esika ena.","Elle resta couchée à ses pieds jusquau matin, et elle se leva avant quon pût se reconnaître lun lautre. Boaz dit: Quon ne sache pas quune femme est entrée dans laire."
RUT.3.15,"Boso ba iyane la nde, Boadja abala na nde boo: «Loloa iputa, lipea opele.» Alininodja ko Boadja asopa mbuma ikabeebo ɔlɔdje mbuti na kilo doomi na itano idja mobakea yo ta molo. Ngɔngɔ djia, asɔmbɔ ta ibonga.","Et il ajouta: Donne le manteau qui est sur toi, et tiens-le. Elle le tint, et il mesura six mesures dorge, quil chargea sur elle. Puis il rentra dans la ville."
RUT.3.16,"Luta aimea ta ndako. Okio ba nde amohɔdja boo: «Mwana ɔ mbai mwali, midjɔ minoi opele?» Bea Luta amotɔndɔɔ moda mosusu makɔɔ Boadja tina ɛ nde.","Ruth revint auprès de sa belle-mère, et Naomi dit: Est-ce toi, ma fille? Ruth lui raconta tout ce que cet homme avait fait pour elle."
RUT.3.17,Luta abakea boo: «Apini kilo djii doomi na itano dja mbuma ikabeebo ɔlɔdje abali koko boo: eboaniti ɔyane mabɔ bwase odii okio ba wɛ.».,"Elle dit: Il ma donné ces six mesures dorge, en disant: Tu ne retourneras pas à vide vers ta belle-mère."
RUT.3.18,"Naomi abala na nde boo: «Daa haa mwa mbai mwali, mbunoko oenɛ suka ɛ modjɔ muu. Tina ɛ boo moomi ona adaetelea ogoo mbunoko akasukedja modjɔ muu busa bu.».","Et Naomi dit: Sois tranquille, ma fille, jusquà ce que tu saches comment finira la chose, car cet homme ne se donnera point de repos quil nait terminé cette affaire aujourdhui."
RUT.4.1,"Boadja akɛɛ ta eingeli ɛ ibonga esika ekabalebo midjɔ ma ngando, ko adaa ena. Moto ɔ bwela ba itina ba Elimelɛkɛ, ona obalaka Boadja na Luta, anɔɔ ena. Boadja amobea abala na nde boo: «Mwaninga peta dua adae haa!». Moto ona adua adaa ena.","Boaz monta à la porte, et sy arrêta. Or voici, celui qui avait droit de rachat, et dont Boaz avait parlé, vint à passer. Boaz lui dit: Approche, reste ici, toi un tel. Et il sapprocha, et sarrêta."
RUT.4.2,Bea Boadja abea basuku ba ngando doomi boo badae engbanga na nde. Ehole ɛdaa bo.,"Boaz prit alors dix hommes parmi les anciens de la ville, et il dit: Asseyez-vous ici. Et ils sassirent."
RUT.4.3,Ngɔngɔ djia abala na moto ɔ bwela ba itina ba Elimelɛkɛ boo: «Odjebi boo Naomi ahula donga Moaba. Apalaka atɛkɛ ekenge ɛ gue ena ɛkina mwangwasu Elimɛlɛkɛ.».,"Puis il dit à celui qui avait le droit de rachat: Naomi, revenue du pays de Moab, a vendu la pièce de terre qui appartenait à notre frère Élimélec."
RUT.4.4,"Mbai, naeni opele boo naotɔndɔe modjɔ muu boso ba basuku ko na bato basusu ibadii haa. Okapala boo ɔyesikoe, yesikoa. Endolo omitipala, tɔndɔni bɛngɛ nadjebe malɛi ma wɛ. Tina ɛ boo edii wɛ moto ɔ boso ohɔni oyesikoa, ko mbai moto ɔ babae. Moto ona abala boo: «Naeni opele boo nayesikoe.».","Jai cru devoir ten informer, et te dire: Acquiers-la, en présence des habitants et en présence des anciens de mon peuple. Si tu veux racheter, rachète; mais si tu ne veux pas, déclare-le-moi, afin que je le sache. Car il ny a personne avant toi qui ait le droit de rachat, et je lai après toi. Et il répondit: je rachèterai."
RUT.4.5,"Boadja abala koko boo: «Nga okasomba gue ena odii Naomi, oboani ɔtomba koko Luta ɔ Moaba adae mwali ɔ wɛ, bɛngɛ boo ikwa la gue ladikae la ibota la mami nde ɔɔgwa bɛngɛ kombe ɛ nde ɛdikae ta ibota la nde.».","Boaz dit: Le jour où tu acquerras le champ de la main de Naomi, tu lacquerras en même temps de Ruth la Moabite, femme du défunt, pour relever le nom du défunt dans son héritage."
RUT.4.6,"Moto ona asɔmbɛdja boo: «Ekada bea, nitahɔnɔ oyesikoa, nasakaa beedja odiheli baokinea bana ba mbai. Wɛ mɛɛnɛ lwa mandi mia ta esika ɛ mbai; titi ngasa mbai mɛɛnɛ nata hɔnɔ.».","Et celui qui avait le droit de rachat répondit: Je ne puis pas racheter pour mon compte, crainte de détruire mon héritage; prends pour toi mon droit de rachat, car je ne puis pas racheter."
RUT.4.7,"Tina ɛ boo ehele ta Isalɛlɛ, ehole ɛdaka bato basomba kaoko basɔmbɔtɔnɔ leka, bakɔkɔ moda muu: moto omɔti ta ndanda ɛ bobo aihwaka sapato dja nde ko adjipaka odii moto okina. Ena ɛdaka embete tina ɛ oinedja boo modjɔ mua mosi.","Autrefois en Israël, pour valider une affaire quelconque relative à un rachat ou à un échange, lun ôtait son soulier et le donnait à lautre: cela servait de témoignage en Israël."
RUT.4.8,"Ta tina hee, ehole ɛbala moto ona na Boadja boo: wɛ mɛɛnɛ yetomba, aihwa sapato dja nde.",Celui qui avait le droit de rachat dit donc à Boaz: Acquiers pour ton compte! Et il ôta son soulier.
RUT.4.9,"Bea Boadja abala na basuku ko na bato basusu ibadaka ena boo: «Busabu, odini ba temo boo nasombi ta mabɔ ma Naomi leka losusu iladaka la Elimelɛkɛ na bana ba nde Kilione na Malone.","Alors Boaz dit aux anciens et à tout le peuple: Vous êtes témoins aujourdhui que jai acquis de la main de Naomi tout ce qui appartenait à Élimélec, à Kiljon et à Machlon."
RUT.4.10,"Natombi koko Luta, moto ɔ Moaba, ona ɔdaka mwali ɔ Malone ona ɔgwa boo adae mwali ɔ mbai. Bɛngɛ boo namobotee bana ibasangoalea ikwa la nde. Tina ɛ boo ibota la nde esakadimoa ta ndanda ɛ denga la nde kaoko ta ngando ɛ nde. Ino odiini ba temo.».","et que je me suis également acquis pour femme Ruth la Moabite, femme de Machlon, pour relever le nom du défunt dans son héritage, et afin que le nom du défunt ne soit point retranché dentre ses frères et de la porte de son lieu. Vous en êtes témoins aujourdhui!."
RUT.4.11,"Basuku na bato basusu ibadaka ena badhima boo: «Edii bea, lodii batemo. Yɛɛ boo Kumu adjongoe mwali oingei ta ndako ɛ wɛ; adae elengɛ Laele na Lea, ibadii bakoko ba Isalɛlɛ esusu! Yɛɛ boo ɔdae modiheli ta Efalata ko kombe ɛ wɛ ɛkumame ta Bɛtɛlɛmɛ!.","Tout le peuple qui était à la porte et les anciens dirent: Nous en sommes témoins! Que lÉternel rende la femme qui entre dans ta maison semblable à Rachel et à Léa, qui toutes les deux ont bâti la maison dIsraël! Manifeste ta force dans Éphrata, et fais-toi un nom dans Bethléhem!."
RUT.4.12,"Yɛɛ boo Kumu apɛ mwali ɔ wɛ bana bike bɛngɛ ibota la wɛ laimee inɛnɛ elengɛɛ ibota la Pelɛse, ilabotea Tamala, Yuda!».","Puisse la postérité que lÉternel te donnera par cette jeune femme rendre ta maison semblable à la maison de Pérets, qui fut enfanté à Juda par Tamar!."
RUT.4.13,"Bea Boadja aosɔ Luta ko Luta aimea mwali ɔ nde. Boadja asangana nɔbɔ nde, Ndjambe adjongoa Luta, alwa deemi, ko abota mwana moomi.","Boaz prit Ruth, qui devint sa femme, et il alla vers elle. LÉternel permit à Ruth de concevoir, et elle enfanta un fils."
