language,iso_code,variety,region,source,source_url,retrieved_at,record_id,reference,source_text,target_language,target_text,unit_type,domain,licence,review_status,quality_flags,notes
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,3baa7a0a8f529aa0,kit5k:23,Je dois m'excuser auprès de Tom.,Nande/Kinande,Nanga sab’obughanyiryi bw’oko Toma.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,09d945708dedfd96,kit5k:24,Je pense sérieusement à déménager à Boston.,Nande/Kinande,Alinga ngendi ḩ́ú̧mir'e Bostoni.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,03a7eb89f0d4d418,kit5k:25,Ton amitié importe.,Nande/Kinande,Obwirabwaghu butolere.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,eae2df3a7fb984a0,kit5k:26,Je pense toujours que nous aurions dû inviter Tom à venir avec nous.,Nande/Kinande,Nikinalengekanaya nga twangasire kughuma tuna Toma.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,7153772f924a4a8f,kit5k:27,Il n'est pas digne de toi.,Nande/Kinande,Syakutolere.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,9270940e8f9de372,kit5k:28,Je rêvais de devenir mannequin.,Nande/Kinande,Ingananz’eribya kiminyikalyo omomyambalire y’ebindu bya makasini.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,2efc39b9ff57acdd,kit5k:29,Elle n'a que quelques années de plus que moi.,Nande/Kinande,Mwaliwetu oyu anyi labiry’ebirimo birebe.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,96a039eb9ba8562b,kit5k:30,Une compréhension des gens est l'arme la plus puissante que vous puissiez détenir.,Nande/Kinande,Erihulikirirana lya bandu ni mbundu yi lengir’esyo mbundu syosi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,4438ec4f13f3df52,kit5k:31,Je n'ai rien de mieux à faire.,Nande/Kinande,Sihali kindi kyuwene naga syakola.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,e8b4a726d5d3859c,kit5k:32,"Ne crie pas, ou tu es mort.",Nande/Kinande,"Wama laka, iwamakwa.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,11a91237c373083b,kit5k:33,Tom ne l'a fait qu'une fois.,Nande/Kinande,Yo Toma mwakola kyo kaghuma kasa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,f61faed4f650e8e8,kit5k:34,Nous nous connaissons depuis longtemps.,Nande/Kinande,Tunasyene erilwa kera.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,3aa9ad40079c4eca,kit5k:35,"Dans ma famille, personne n'est capable de le faire.",Nande/Kinande,"Omo kihanda kyaghe, sihali wangakitoka.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,41c753104e0940f4,kit5k:36,Nous avons voyagé à travers tout le pays.,Nande/Kinande,Twabiri timb’omo mulongo wosi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,e9bc20d29a232dc9,kit5k:37,On m'a proposé le choix entre un thé et un café.,Nande/Kinande,Mobaka mbwir’ambu niimaye e tsayi kutse akawa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,d42b3a214a970e0d,kit5k:38,Thomas a une photo de sa famille sur son bureau.,Nande/Kinande,Yo Toma abiri hir’ekitutu kyekihanda kiwe kyoko mesa yiwe.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,b3131f4ccc0278fe,kit5k:39,On se fait à tout.,Nande/Kinande,Tuka begher’ebyosi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,c75288505b30dc50,kit5k:40,Je ne pense pas que quiconque me comprenne réellement.,Nande/Kinande,Ngalengekanaya nga sihali nomughuma musa oyukanyowa oko kwenene.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,6031c7a8d4f3a7f3,kit5k:41,Je commence à comprendre.,Nande/Kinande,Nandi mwasa ngoowa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,fccaa5354658256e,kit5k:42,Tu as entendu un bruit derrière toi.,Nande/Kinande,Mukoowa olukanda lwenyuma syaghu.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,69710d380a74ad17,kit5k:43,"Tu as commis cette erreur exprès, n'est-ce pas ?",Nande/Kinande,"Ulya kolerer’enabi eyi, ngateba?",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,130b3148bbc2c5e0,kit5k:44,Pourquoi as-tu pleuré ?,Nande/Kinande,Ulya lira busanaki ?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,41eab3c4e8d39b5a,kit5k:45,Nous avions nos raisons.,Nande/Kinande,Twanabya n’ebyaleka.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,510d94846f2166f3,kit5k:46,Tu dois appeler Tom immédiatement.,Nande/Kinande,Birikira Toma yo hatyahatya.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,e55a2da17c297787,kit5k:47,C'est déjà l'été.,Nande/Kinande,Omughulu w’omwisi munene abiri hika.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,8831d133a56c114b,kit5k:48,Ce n'est pas du chiqué.,Nande/Kinande,Sibitsandire.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,dd09b9737fab4659,kit5k:49,Tom ne m'a pas payé autant qu'il l'a promis.,Nande/Kinande,Yo Toma syeta nyiriha ngoko anyi lagha.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,4ef7be982777400c,kit5k:50,Ils ne peuvent me voir.,Nande/Kinande,Sibanga nyilangira.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,ea9c6aef90a00c19,kit5k:51,Profitez de la soirée au bal.,Nande/Kinande,"Omo kagholo kano kekimbute, tuyisyandire.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,43c942c29251874a,kit5k:52,Des monnaies antiques furent trouvées à l'intérieur de la mystérieuse tombe.,Nande/Kinande,Ebitsere bya kera mobya sungw’omwisinda.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,732e7f19c6da97e3,kit5k:53,Mon père m'a emmené au cinéma hier soir.,Nande/Kinande,"Omokaghologholo kamuligholo, Tata mwanyilore oko bisesani.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,097684e706aa7b3e,kit5k:54,Vous pouvez choisir le livre que vous aimez.,Nande/Kinande,Wangana sombol’ekitabu ekyo wanzire.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,afb0bce60cf72f94,kit5k:55,Tu es un bon étudiant.,Nande/Kinande,Uli mwigha oyuwene.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,8029078d083aaa24,kit5k:56,Combien en as-tu eu ?,Nande/Kinande,Muka sungamo bingahi ?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,cc8b4c9acdf23e21,kit5k:57,"Restez en ligne, s'il vous plaît.",Nande/Kinande,"Kishi, ubye iwune okwihunga.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,413bf410b3da1634,kit5k:58,Nous partons maintenant.,Nande/Kinande,Eryo lino tuka ghenda.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,d365f739cb217f28,kit5k:59,Nous n'avons pas encore planifié nos vacances.,Nande/Kinande,Situli twa teghekania eriluhuka ryenyu.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,0028f8cf42fc3cac,kit5k:60,"Le soleil, ça fait toute la différence.",Nande/Kinande,Eryuba lika hindul’ebyosi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,5dd43185b030b39d,kit5k:61,Comment faisons-nous cela ?,Nande/Kinande,Tuka kolabyo tuti ?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,f52841368f097e62,kit5k:62,Tu dois remettre les rapports lundi.,Nande/Kinande,Usubulay’omukekera omonyamwingira.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,32d4670efe9eae14,kit5k:63,Je sais que tu te soucies de Tom.,Nande/Kinande,Ninaasi ngoko una tsomene yoToma.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,d6167ccd8039c35c,kit5k:64,Je ferais pareil.,Nande/Kinande,Konangana kolire nyitya.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,78e6c5a367d2f6fb,kit5k:65,Il se lassa bientôt.,Nande/Kinande,Mwaluha luba.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,47bf2e78789e7627,kit5k:66,Il faut que tu essaies ça.,Nande/Kinande,Yirenge kino.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,293fcde8ddbb9065,kit5k:67,Je me suis descendu à son niveau.,Nande/Kinande,Monayi kimirye omolulengo lwiwe.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,690aed0e76548f21,kit5k:68,Il aime les jeux de hasard.,Nande/Kinande,Anzire alingula.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,8ec18fc119377e4b,kit5k:69,Elle m'a menti.,Nande/Kinande,Mumbesa mwakanyi theba.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,dc8d02605bd78779,kit5k:70,Nous l'avons élu maire.,Nande/Kinande,Tulya musumbola mo mukama w’omulongo.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,dc619dc4eace286e,kit5k:71,Nous avons presque fini pour aujourd'hui.,Nande/Kinande,Tunemwasa tuka bugh’ebya munabwire.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,ebd4c39b23801b5f,kit5k:72,Je suis devenu ami avec Tom.,Nande/Kinande,Nabiribya mwira wa Toma.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,4ac37e3b879bc007,kit5k:73,Vous n'êtes jamais allé à Paris ?,Nande/Kinande,Siuliwatay’eparia naho ?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
Nande/Kinande,nnb,Nande (DRC),North Kivu,CLEAR Global Gamayun kit5k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-22,2bbb93cb54a70c28,kit5k:74,Quand la fête a-t-elle lieu ?,Nande/Kinande,Ekisiyisiyi kikendiby’oko mughulu wahi ?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; attribution required.
