language,iso_code,variety,region,source,source_url,retrieved_at,record_id,reference,source_text,target_language,target_text,unit_type,domain,licence,review_status,quality_flags,notes
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,f0a1c98ee227b626,1CH.16.1,"Après quon eut amené larche de Dieu, on la plaça au milieu de la tente que David avait dressée pour elle, et lon offrit devant Dieu des holocaustes et des sacrifices dactions de grâces.",Mashi/Shi,Banaciyîshidêkereza omucîmba omu ihêma Daudi àli agurheganyize. Okubundi barherekêra Nyamuzinda enterekêro zokusingônolwa nenterekêro zomurhûla.,verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,63da09ac36aa8bb5,1CH.16.17,"Il la érigée pour Jacob en loi, Pour Israël en alliance éternelle.",Mashi/Shi,"Kalya agwîkaga kashuba irhegeko kuli Yakôbo, kanabà ndagâno yensiku namango kuli Israheli.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,8819073d6d8bf8de,1CH.17.4,Va dire à mon serviteur David: Ainsi parle lÉternel: Ce ne sera pas toi qui me bâtiras une maison pour que jen fasse ma demeure.,Mashi/Shi,"«Genda ojibwîra mwambali wâni Daudi, erhi: 'Ntya kwo Nyakasane akubwîzire': 'Arhali we wanyûbakira enyumpa nâbêramwo'.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,3c72ca871374fce5,1CH.19.11,"et il plaça sous le commandement de son frère Abischaï le reste du peuple, pour faire face aux fils dAmmon.",Mashi/Shi,"Aha omulumuna Abishayi okurhegeka abandi basirika boshi, abakereka embere zAbanya-Amoni.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,f5a336b51a3130ef,1CH.2.12,Boaz engendra Obed. Obed engendra Isaï.,Mashi/Shi,"Boozi anaciburha Obedi, naye Obedi aburha Yese.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,73aca693999ca776,1CH.2.4,"Tamar, belle-fille de Juda, lui enfanta Pérets et Zérach. Total des fils de Juda: cinq.",Mashi/Shi,"Buzinda bwenêne, Yûda ashubiburha bâna babirhi kuli nwâli-kazi wâge Tamara, bo Peresi na Zera. Kwo kuderha oku abusire bagala barhanu.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,f8b1922326c14f2b,1CH.20.4,"Après cela, il y eut une bataille à Guézer avec les Philistins. Alors Sibbecaï, le Huschatite, tua Sippaï, lun des enfants de Rapha. Et les Philistins furent humiliés.",Mashi/Shi,"Buzinda kandi, bene-Israheli bakoza entambala oku Bafilistini, aha Gezeri, mwêyo ntambala, Sibekayi we Husha àyîrha Sipayi, wobûko bwAbarefayimi. Okwo kwagombya Abafilistini.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,df9c2dc244cfaece,1CH.21.16,"David leva les yeux, et vit lange de lÉternel se tenant entre la terre et le ciel et ayant à la main son épée nue tournée contre Jérusalem. Alors David et les anciens, couverts de sacs, tombèrent sur leur visage.",Mashi/Shi,"Daudi agalamula amasù, abona Malahika amanyanyire ekarhî kamalunga nigulu, anayômwire engôrho yâge akola ayiyêrekezize e Yeruzalemu. Daudi bo nabagula bâge bâli bayambîrhe emyambalo yemishîbo, bayunama bahwera oku idaho.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,7f91c985b17e86b6,1CH.21.19,"David monta, selon la parole que Gad avait prononcée au nom de lÉternel.",Mashi/Shi,Daudi anacijà eyo munda nka kulya Gadi ànamubwîraga Nyakasane amurhumire.,verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,7c22ca3589d4a7e3,1CH.21.28,"A cette époque-là, David, voyant que lÉternel lavait exaucé dans laire dOrnan, le Jébusien, y offrait des sacrifices.",Mashi/Shi,"Daudi abona obwo oku Nyakasane anayumvîrhize omusengero gwâge aho cibuga ca Ornani Muyebusi, kurhenga olwo lusiku, akaziyôrha arhûliraho Nyakasane enterekêro burhahusa.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,cf47c09a4989c943,1CH.21.4,"Le roi persista dans lordre quil donnait à Joab. Et Joab partit, et parcourut tout Israël; puis il revint à Jérusalem.",Mashi/Shi,"Ci kwône irhegeko lya mwâmi lyàli lizibu kuli Yowabu. Agenda, agera omu Israheli mwoshi, cazînda ashubigaluka e Yeruzalemu.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,fb7d8c360759eeb2,1CH.23.13,"Fils dAmram: Aaron et Moïse. Aaron fut mis à part pour être sanctifié comme très saint, lui et ses fils à perpétuité, pour offrir les parfums devant lÉternel, pour faire son service, et pour bénir à toujours en son nom.",Mashi/Shi,"Bagala ba Amurami: Aroni na Mûsa. Aroni aberûlwa kwâgo kwâgo lwoshi haguma niburha lyâge oku kukazikolera omu hatagatîfu bwenêne; gwo mukolo gwokurhûla Nyakasane enterekêro zenshangi, okumurhumikira bwaca bwayira nokuhâna obwangà oku izîno lyâge ensiku zoshi.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,1e33931d5ad6ee54,1CH.23.21,Fils de Merari: Machli et Muschi. Fils de Machli: Éléazar et Kis.,Mashi/Shi,Bagala ba Merari: Mahali na Mushi. Mahali àburha bagala babirhi. Eleyazari na Kishi.,verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,eb850bbc07ce2e6c,1CH.24.17,"le vingt et unième, à Jakin; le vingt-deuxième, à Gamul;.",Mashi/Shi,"Yakini wa kali makumi abirhi na muguma, Gamuli wa kali makumi abirhi na babirhi.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,d582dff763e9a6cf,1CH.24.25,frère de Michée: Jischija; des fils de Jischija: Zacharie.,Mashi/Shi,"Omu bûko bwa Yisiya, mulumuna wa Mika, mwâli Zakariya.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,9d3e650466a401d8,1CH.26.17,"Il y avait à lorient six Lévites, au nord quatre par jour, au midi quatre par jour, et quatre aux magasins en deux places différentes;.",Mashi/Shi,"aha muhango gwebushoshôkero, baleviti ndarhu ngasi lusiku; aha muhango gwebulembe, bâni ngasi lusiku; ebwa nguli zembîko, mirhwe ibirhi ya babirhi-babirhi;.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,ff6aa209c48b75a4,1CH.27.16,"Voici les chefs des tribus dIsraël. Chef des Rubénites: Éliézer, fils de Zicri; des Siméonites: Schephathia, fils de Maaca;.",Mashi/Shi,"Abimangizi bamûko gIsraheli: Obûko bwa Rubeni, Eliyezeri, mugala wa Zikri. Obûko bwa Simoni: Shefatiya, mugala wa Maaka.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,b0337db1950c0f69,1CH.27.25,"Azmaveth, fils dAdiel, était préposé sur les trésors du roi; Jonathan, fils dOzias, sur les provisions dans les champs, les villes, les villages et les tours;.",Mashi/Shi,"Azmaveti, mugala wa Adiyeli, àli mulanzi womuhako gwoku bwâmi. Yehonatani, mugala wa Uziya, àli mulanzi wenguli zàli omu cihugo, omu bishagala nemirhundu nebwa ngo zabalanzi.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,4e3ab5ae3f42cf2a,1CH.27.31,"Jaziz, lHagarénien, sur les brebis. Tous ceux-là étaient intendants des biens du roi David.",Mashi/Shi,"Yazizi, Muhagiri, àli mwimangizi webibuzi nempene. Olwo lwo lukalaba lwamazîno gabantu balanzi bebirugu bya mwâmi Daudi.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,21b7a9cfaeff4e78,1CH.27.7,"Le quatrième, pour le quatrième mois, était Asaël, frère de Joab, et, après lui, Zebadia, son fils; et il avait une division de vingt-quatre mille hommes.",Mashi/Shi,"Omwimangizi wa kani womwêzi gwa kani àli Asaeli, mulumuna wa Yowabu, nenyuma zâge abà omugala Zebadiya. Ayîmangiraga balume bihumbi maku mi abirhi na bini.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,ec62f306900bc30b,1CH.29.25,"LÉternel éleva au plus haut degré Salomon sous les yeux de tout Israël, et il rendit son règne plus éclatant que ne fut celui daucun roi dIsraël avant lui.",Mashi/Shi,"Nyakasane aha Salomoni olukengwa lunene emwa bene-Israheli boshi, nobwâmi bwâge bwajà irenge bwenêne kulusha ngasi wundi yêshi warhanzirirhegeka Israheli embere zâge.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,e7a4b8742b7346ba,1CH.29.6,"Les chefs des maisons paternelles, les chefs des tribus dIsraël, les chefs de milliers et de centaines, et les intendants du roi firent volontairement des offrandes.",Mashi/Shi,"Okubundi abakulu bemilala, abakulu bamûko gIsraheli, abarhambo bamagana erhi ba makumi gemirhwe yabasirika, nabimangizi bemirhwe yabakolera mwâmi boshi bayêmêra buzira kusêzibwa okusholôlera omukolo gwenyumpa ya Nyamuzinda.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,88313d692bdf7010,1CH.3.11,"Joram, son fils; Achazia, son fils; Joas, son fils;.",Mashi/Shi,"Yoramu, Akhaziyahu, Yowash.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,f1f4840f731c5a1f,1CH.3.13,"Achaz, son fils; Ézéchias, son fils; Manassé, son fils;.",Mashi/Shi,"Ahazi, Hizekiyahu, Menashè.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,de7f87577fa1671a,1CH.3.21,"Fils de Hanania: Pelathia et Ésaïe; les fils de Rephaja, les fils dArnan, les fils dAbdias, les fils de Schecania.",Mashi/Shi,"Abâna ba Hananiya, bo: Pelatiya na Yeshaya, haguma na bagala ba Refaya, bagala ba Arnoni, bagala ba Obadiya na bagala ba Shekanya.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,f19830a10f984757,1CH.4.17,"Fils dEsdras: Jéther, Méred, Épher et Jalon. La femme de Méred enfanta Miriam, Schammaï, et Jischbach, père dEschthemoa.",Mashi/Shi,"Bagala ba Ezra, bo: Yeteri, Meredi, Eferi, Yaloni.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,8a58984701439b4a,1CH.4.22,"et Jokim, et les hommes de Cozéba, et Joas et Saraph, qui dominèrent sur Moab, et Jaschubi-Léchem. Ces choses sont anciennes.",Mashi/Shi,"Shela ye wanali shakulûza wa Yokimu na wabantu bayûbaka e Kozeba, na wa Yowashi na Sarafi, ye wajagiyankirira abantu be Mowabu e mbêre ashubiyîshibêra aha Lehemu. .",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,a5ee1ce4bc4377af,1CH.4.6,"Naara lui enfanta Achuzzam, Hépher, Thémeni et Achaschthari: ce sont là les fils de Naara.",Mashi/Shi,"Naara amuburhira bagala bâni, Ahuzamu, Heferi, Temani na Ahashetari.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,4689ee5ac21da207,1CH.5.4,"Fils de Joël: Schemaeja, son fils; Gog, son fils; Schimeï, son fils;.",Mashi/Shi,"Abâna ba Yoheli nkoku banakulikiranaga, bo: Shemaya, Gogu, Shimeyi.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,dfec22ba20eb6bc1,1CH.5.7,"Frères de Beéra, daprès leurs familles, tels quils sont enregistrés dans les généalogies selon leurs générations: le premier, Jeïel; Zacharie;.",Mashi/Shi,"Bazâlà ba Beera, barhambo boshi erhi milala, nabo bali bayandike omu citabu camazîno: owa burhanzi ye wali Yeiyeli, Zakariya akulikira.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,b95b8ae8640dd597,1CH.6.2,"Fils de Kehath: Amram, Jitsehar, Hébron et Uziel.",Mashi/Shi,"Bagala ba Gershoni, bo: Libni na Shimeyi.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,0c830a14b099dbe5,1CH.6.39,"Son frère Asaph, qui se tenait à sa droite, Asaph, fils de Bérékia, fils de Schimea.",Mashi/Shi,"Amazîno genyunda zomu cihugo bene Aroni boku mulala gwa Kehati bayûbasire, bo bâli barhangiriza okuhâbwa ecâbo cihugo omu kuyesha ecigole.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,1c8576585ca7e1c2,1CH.6.8,Achithub engendra Tsadok; Tsadok engendra Achimaats;.,Mashi/Shi,"Elkana, Abiyasafi, Asiri.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,bec5b7a78233b405,1CH.8.12,"Fils dElpaal: Éber, Mischeam, et Schémer, qui bâtit Ono, Lod et les villes de son ressort.",Mashi/Shi,"Bagala ba Elipali, bo: Eberi, Misheyamu na Shemedi. Shemedi ayûbaka ecishagala ca Ono na Lodi nemirhundu yabyo yoshi.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,9613df31c0c30c62,1CH.9.16,"Abdias, fils de Schemaeja, fils de Galal, fils de Jeduthun; Bérékia, fils dAsa, fils dElkana, qui habitait dans les villages des Nethophathiens.",Mashi/Shi,"balimwo na Obadiya, naye ba shakulûza bâge bo Shemaya, Galali na Yedutuni na buzinda Berekiya, mugala wa Asa, mwinjikulu wa Elkana, owayûbakaga omu côgo ca bene Netofa.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,20f5ec6e263953dd,1CH.9.40,Fils de Jonathan: Merib-Baal. Merib-Baal engendra Michée.,Mashi/Shi,Mugala wa Yônatani ye Meribaali; Meribaali anaciburha Mika.,verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,97376b2973086e11,1CO.1.12,"Je veux dire que chacun de vous parle ainsi: Moi, je suis de Paul! Et moi, dApollos! Et moi, de Céphas! Et moi, de Christ!.",Mashi/Shi,"Kwo kuderha oku ngasi muguma anakaderha, erhi: «Niono, ndi wa Paolo! Nâni, ndi wa Apolo! Nâni, ndi wa Kefa! Nâni niehe, ndi wa Kristu!».",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
Mashi/Shi,shr,Mashi (DRC),South Kivu,BIBLIYA NTAGATIFU OMU MASHI / French Louis Segond 1910,https://ebible.org/find/details.php?id=shr,2026-08-22,dca30ae3aa416126,1CO.1.21,"Car puisque le monde, avec sa sagesse, na point connu Dieu dans la sagesse de Dieu, il a plu à Dieu de sauver les croyants par la folie de la prédication.",Mashi/Shi,"Bulya nobushinganyanya bwâlyo igulu lirhamanyaga Nyamuzinda omu bushinganyanya bwâge, Nyamuzinda anacilonza okuciza abemêzi nisirhe lyenyigîrizo zâge.",verse,religious,CC BY 4.0,verified_source,,Authentic open Mashi source retained as supplied; deterministic Eastern-track sample.
