verse_key,version_id,lang_code,text
GEN.4.23,93,fr,"Lémec dit à ses femmes: Ada et Tsilla, écoutez ma voix! Femmes de Lémec, écoutez ma parole! Jai tué un homme pour ma blessure, Et un jeune homme pour ma meurtrissure."
GEN.4.24,93,fr,"Caïn sera vengé sept fois, Et Lémec soixante-dix-sept fois."
GEN.4.25,93,fr,"Adam connut encore sa femme; elle enfanta un fils, et lappela du nom de Seth, car, dit-elle, Dieu ma donné un autre fils à la place dAbel, que Caïn a tué."
GEN.4.26,93,fr,"Seth eut aussi un fils, et il lappela du nom dÉnosch. Cest alors que lon commença à invoquer le nom de lÉternel."
GEN.3.1,93,fr,"Le serpent était le plus rusé de tous les animaux des champs, que lÉternel Dieu avait faits. Il dit à la femme: Dieu a-t-il réellement dit: Vous ne mangerez pas de tous les arbres du jardin?."
GEN.3.2,93,fr,La femme répondit au serpent: Nous mangeons du fruit des arbres du jardin.
GEN.3.3,93,fr,"Mais quant au fruit de larbre qui est au milieu du jardin, Dieu a dit: Vous nen mangerez point et vous ny toucherez point, de peur que vous ne mouriez."
GEN.3.4,93,fr,Alors le serpent dit à la femme: Vous ne mourrez point;.
GEN.3.5,93,fr,"mais Dieu sait que, le jour où vous en mangerez, vos yeux souvriront, et que vous serez comme des dieux, connaissant le bien et le mal."
GEN.3.6,93,fr,"La femme vit que larbre était bon à manger et agréable à la vue, et quil était précieux pour ouvrir lintelligence; elle prit de son fruit, et en mangea; elle en donna aussi à son mari, qui était auprès delle, et il en mangea."
GEN.3.7,93,fr,"Les yeux de lun et de lautre souvrirent, ils connurent quils étaient nus, et ayant cousu des feuilles de figuier, ils sen firent des ceintures."
GEN.3.8,93,fr,"Alors ils entendirent la voix de lÉternel Dieu, qui parcourait le jardin vers le soir, et lhomme et sa femme se cachèrent loin de la face de lÉternel Dieu, au milieu des arbres du jardin."
GEN.3.9,93,fr,"Mais lÉternel Dieu appela lhomme, et lui dit: Où es-tu?."
GEN.3.10,93,fr,"Il répondit: Jai entendu ta voix dans le jardin, et jai eu peur, parce que je suis nu, et je me suis caché."
GEN.3.11,93,fr,Et lÉternel Dieu dit: Qui ta appris que tu es nu? Est-ce que tu as mangé de larbre dont je tavais défendu de manger?.
GEN.3.12,93,fr,"Lhomme répondit: La femme que tu as mise auprès de moi ma donné de larbre, et jen ai mangé."
GEN.3.13,93,fr,"Et lÉternel Dieu dit à la femme: Pourquoi as-tu fait cela? La femme répondit: Le serpent ma séduite, et jen ai mangé."
GEN.3.14,93,fr,"LÉternel Dieu dit au serpent: Puisque tu as fait cela, tu seras maudit entre tout le bétail et entre tous les animaux des champs, tu marcheras sur ton ventre, et tu mangeras de la poussière tous les jours de ta vie."
GEN.3.15,93,fr,"Je mettrai inimitié entre toi et la femme, entre ta postérité et sa postérité: celle-ci técrasera la tête, et tu lui blesseras le talon."
GEN.3.16,93,fr,"Il dit à la femme: Jaugmenterai la souffrance de tes grossesses, tu enfanteras avec douleur, et tes désirs se porteront vers ton mari, mais il dominera sur toi."
GEN.3.17,93,fr,"Il dit à lhomme: Puisque tu as écouté la voix de ta femme, et que tu as mangé de larbre au sujet duquel je tavais donné cet ordre: Tu nen mangeras point! Le sol sera maudit à cause de toi. Cest à force de peine que tu en tireras ta nourriture tous les jours de ta vie."
GEN.3.18,93,fr,"il te produira des épines et des ronces, et tu mangeras de lherbe des champs."
GEN.3.19,93,fr,"Cest à la sueur de ton visage que tu mangeras du pain, jusquà ce que tu retournes dans la terre, doù tu as été pris; car tu es poussière, et tu retourneras dans la poussière."
GEN.3.20,93,fr,Adam donna à sa femme le nom dÈve: car elle a été la mère de tous les vivants.
GEN.3.21,93,fr,"LÉternel Dieu fit à Adam et à sa femme des habits de peau, et il les en revêtit."
GEN.3.22,93,fr,"LÉternel Dieu dit: Voici, lhomme est devenu comme lun de nous, pour la connaissance du bien et du mal. Empêchons-le maintenant davancer sa main, de prendre de larbre de vie, den manger, et de vivre éternellement."
GEN.3.23,93,fr,"Et lÉternel Dieu le chassa du jardin dÉden, pour quil cultivât la terre, doù il avait été pris."
GEN.3.24,93,fr,"Cest ainsi quil chassa Adam; et il mit à lorient du jardin dÉden les chérubins qui agitent une épée flamboyante, pour garder le chemin de larbre de vie."
GEN.12.1,93,fr,"LÉternel dit à Abram: Vaten de ton pays, de ta patrie, et de la maison de ton père, dans le pays que je te montrerai."
GEN.12.2,93,fr,"Je ferai de toi une grande nation, et je te bénirai; je rendrai ton nom grand, et tu seras une source de bénédiction."
GEN.12.3,93,fr,"Je bénirai ceux qui te béniront, et je maudirai ceux qui te maudiront; et toutes les familles de la terre seront bénies en toi."
GEN.12.4,93,fr,"Abram partit, comme lÉternel le lui avait dit, et Lot partit avec lui. Abram était âgé de soixante-quinze ans, lorsquil sortit de Charan."
GEN.12.5,93,fr,"Abram prit Saraï, sa femme, et Lot, fils de son frère, avec tous les biens quils possédaient et les serviteurs quils avaient acquis à Charan. Ils partirent pour aller dans le pays de Canaan, et ils arrivèrent au pays de Canaan."
GEN.12.6,93,fr,"Abram parcourut le pays jusquau lieu nommé Sichem, jusquaux chênes de Moré. Les Cananéens étaient alors dans le pays."
GEN.12.7,93,fr,"LÉternel apparut à Abram, et dit: Je donnerai ce pays à ta postérité. Et Abram bâtit là un autel à lÉternel, qui lui était apparu."
GEN.12.8,93,fr,"Il se transporta de là vers la montagne, à lorient de Béthel, et il dressa ses tentes, ayant Béthel à loccident et Aï à lorient. Il bâtit encore là un autel à lÉternel, et il invoqua le nom de lÉternel."
GEN.12.9,93,fr,"Abram continua ses marches, en savançant vers le midi."
GEN.12.10,93,fr,"Il y eut une famine dans le pays; et Abram descendit en Égypte pour y séjourner, car la famine était grande dans le pays."
GEN.12.11,93,fr,"Comme il était près dentrer en Égypte, il dit à Saraï, sa femme: Voici, je sais que tu es une femme belle de figure."
GEN.12.12,93,fr,"Quand les Égyptiens te verront, ils diront: Cest sa femme! Et ils me tueront, et te laisseront la vie."
GEN.12.13,93,fr,"Dis, je te prie, que tu es ma sœur, afin que je sois bien traité à cause de toi, et que mon âme vive grâce à toi."
GEN.12.14,93,fr,"Lorsque Abram fut arrivé en Égypte, les Égyptiens virent que la femme était fort belle."
GEN.12.15,93,fr,Les grands de Pharaon la virent aussi et la vantèrent à Pharaon; et la femme fut emmenée dans la maison de Pharaon.
GEN.12.16,93,fr,"Il traita bien Abram à cause delle; et Abram reçut des brebis, des bœufs, des ânes, des serviteurs et des servantes, des ânesses, et des chameaux."
GEN.12.17,93,fr,"Mais lÉternel frappa de grandes plaies Pharaon et sa maison, au sujet de Saraï, femme dAbram."
GEN.12.18,93,fr,"Alors Pharaon appela Abram, et dit: Quest-ce que tu mas fait? Pourquoi ne mas-tu pas déclaré que cest ta femme?."
GEN.12.19,93,fr,"Pourquoi as-tu dit: Cest ma sœur? Aussi lai-je prise pour ma femme. Maintenant, voici ta femme, prends-la, et va-ten!."
GEN.12.20,93,fr,"Et Pharaon donna ordre à ses gens de le renvoyer, lui et sa femme, avec tout ce qui lui appartenait."
GEN.2.1,93,fr,"Ainsi furent achevés les cieux et la terre, et toute leur armée."
GEN.2.2,93,fr,"Dieu acheva au septième jour son œuvre, quil avait faite: et il se reposa au septième jour de toute son œuvre, quil avait faite."
GEN.2.3,93,fr,"Dieu bénit le septième jour, et il le sanctifia, parce quen ce jour il se reposa de toute son œuvre quil avait créée en la faisant."
GEN.2.4,93,fr,"Voici les origines des cieux et de la terre, quand ils furent créés. Lorsque lÉternel Dieu fit une terre et des cieux."
GEN.2.5,93,fr,"aucun arbuste des champs nétait encore sur la terre, et aucune herbe des champs ne germait encore: car lÉternel Dieu navait pas fait pleuvoir sur la terre, et il ny avait point dhomme pour cultiver le sol."
GEN.2.6,93,fr,"Mais une vapeur séleva de la terre, et arrosa toute la surface du sol."
GEN.2.7,93,fr,"LÉternel Dieu forma lhomme de la poussière de la terre, il souffla dans ses narines un souffle de vie et lhomme devint un être vivant."
GEN.2.8,93,fr,"Puis lÉternel Dieu planta un jardin en Éden, du côté de lorient, et il y mit lhomme quil avait formé."
GEN.2.9,93,fr,"LÉternel Dieu fit pousser du sol des arbres de toute espèce, agréables à voir et bons à manger, et larbre de la vie au milieu du jardin, et larbre de la connaissance du bien et du mal."
GEN.2.10,93,fr,"Un fleuve sortait dÉden pour arroser le jardin, et de là il se divisait en quatre bras."
GEN.2.11,93,fr,"Le nom du premier est Pischon; cest celui qui entoure tout le pays de Havila, où se trouve lor."
GEN.2.12,93,fr,Lor de ce pays est pur; on y trouve aussi le bdellium et la pierre donyx.
GEN.2.13,93,fr,Le nom du second fleuve est Guihon; cest celui qui entoure tout le pays de Cusch.
GEN.2.14,93,fr,"Le nom du troisième est Hiddékel; cest celui qui coule à lorient de lAssyrie. Le quatrième fleuve, cest lEuphrate."
GEN.2.15,93,fr,"LÉternel Dieu prit lhomme, et le plaça dans le jardin dÉden pour le cultiver et pour le garder."
GEN.2.16,93,fr,LÉternel Dieu donna cet ordre à lhomme: Tu pourras manger de tous les arbres du jardin;.
GEN.2.17,93,fr,"mais tu ne mangeras pas de larbre de la connaissance du bien et du mal, car le jour où tu en mangeras, tu mourras."
GEN.2.18,93,fr,LÉternel Dieu dit: Il nest pas bon que lhomme soit seul; je lui ferai une aide semblable à lui.
GEN.2.19,93,fr,"LÉternel Dieu forma de la terre tous les animaux des champs et tous les oiseaux du ciel, et il les fit venir vers lhomme, pour voir comment il les appellerait, et afin que tout être vivant portât le nom que lui donnerait lhomme."
GEN.2.20,93,fr,"Et lhomme donna des noms à tout le bétail, aux oiseaux du ciel et à tous les animaux des champs; mais, pour lhomme, il ne trouva point daide semblable à lui."
GEN.2.21,93,fr,"Alors lÉternel Dieu fit tomber un profond sommeil sur lhomme, qui sendormit; il prit une de ses côtes, et referma la chair à sa place."
GEN.2.22,93,fr,"LÉternel Dieu forma une femme de la côte quil avait prise de lhomme, et il lamena vers lhomme."
GEN.2.23,93,fr,"Et lhomme dit: Voici cette fois celle qui est os de mes os et chair de ma chair! On lappellera femme, parce quelle a été prise de lhomme."
GEN.2.24,93,fr,"Cest pourquoi lhomme quittera son père et sa mère, et sattachera à sa femme, et ils deviendront une seule chair."
GEN.2.25,93,fr,"Lhomme et sa femme étaient tous deux nus, et ils nen avaient point honte."
GEN.8.1,93,fr,"Dieu se souvint de Noé, de tous les animaux et de tout le bétail qui étaient avec lui dans larche; et Dieu fit passer un vent sur la terre, et les eaux sapaisèrent."
GEN.8.2,93,fr,"Les sources de labîme et les écluses des cieux furent fermées, et la pluie ne tomba plus du ciel."
GEN.8.3,93,fr,"Les eaux se retirèrent de dessus la terre, sen allant et séloignant, et les eaux diminuèrent au bout de cent cinquante jours."
GEN.8.4,93,fr,"Le septième mois, le dix-septième jour du mois, larche sarrêta sur les montagnes dArarat."
GEN.8.5,93,fr,"Les eaux allèrent en diminuant jusquau dixième mois. Le dixième mois, le premier jour du mois, apparurent les sommets des montagnes."
GEN.8.6,93,fr,"Au bout de quarante jours, Noé ouvrit la fenêtre quil avait faite à larche."
GEN.8.7,93,fr,"Il lâcha le corbeau, qui sortit, partant et revenant, jusquà ce que les eaux eussent séché sur la terre."
GEN.8.8,93,fr,"Il lâcha aussi la colombe, pour voir si les eaux avaient diminué à la surface de la terre."
GEN.8.9,93,fr,"Mais la colombe ne trouva aucun lieu pour poser la plante de son pied, et elle revint à lui dans larche, car il y avait des eaux à la surface de toute la terre. Il avança la main, la prit, et la fit rentrer auprès de lui dans larche."
GEN.8.10,93,fr,"Il attendit encore sept autres jours, et il lâcha de nouveau la colombe hors de larche."
GEN.8.11,93,fr,"La colombe revint à lui sur le soir; et voici, une feuille dolivier arrachée était dans son bec. Noé connut ainsi que les eaux avaient diminué sur la terre."
GEN.8.12,93,fr,Il attendit encore sept autres jours; et il lâcha la colombe. Mais elle ne revint plus à lui.
GEN.8.13,93,fr,"Lan six cent un, le premier mois, le premier jour du mois, les eaux avaient séché sur la terre. Noé ôta la couverture de larche: il regarda, et voici, la surface de la terre avait séché."
GEN.8.14,93,fr,"Le second mois, le vingt-septième jour du mois, la terre fut sèche."
GEN.8.15,93,fr,"Alors Dieu parla à Noé, en disant:."
GEN.8.16,93,fr,"Sors de larche, toi et ta femme, tes fils et les femmes de tes fils avec toi."
GEN.8.17,93,fr,"Fais sortir avec toi tous les animaux de toute chair qui sont avec toi, tant les oiseaux que le bétail et tous les reptiles qui rampent sur la terre: quils se répandent sur la terre, quils soient féconds et multiplient sur la terre."
GEN.8.18,93,fr,"Et Noé sortit, avec ses fils, sa femme, et les femmes de ses fils."
GEN.8.19,93,fr,"Tous les animaux, tous les reptiles, tous les oiseaux, tout ce qui se meut sur la terre, selon leurs espèces, sortirent de larche."
GEN.8.20,93,fr,"Noé bâtit un autel à lÉternel; il prit de toutes les bêtes pures et de tous les oiseaux purs, et il offrit des holocaustes sur lautel."
GEN.8.21,93,fr,"LÉternel sentit une odeur agréable, et lÉternel dit en son cœur: Je ne maudirai plus la terre, à cause de lhomme, parce que les pensées du cœur de lhomme sont mauvaises dès sa jeunesse; et je ne frapperai plus tout ce qui est vivant, comme je lai fait."
GEN.8.22,93,fr,"Tant que la terre subsistera, les semailles et la moisson, le froid et la chaleur, lété et lhiver, le jour et la nuit ne cesseront point."
GEN.5.1,93,fr,"Voici le livre de la postérité dAdam. Lorsque Dieu créa lhomme, il le fit à la ressemblance de Dieu."
GEN.5.2,93,fr,"Il créa lhomme et la femme, il les bénit, et il les appela du nom dhomme, lorsquils furent créés."
GEN.5.3,93,fr,"Adam, âgé de cent trente ans, engendra un fils à sa ressemblance, selon son image, et il lui donna le nom de Seth."
GEN.5.4,93,fr,"Les jours dAdam, après la naissance de Seth, furent de huit cents ans; et il engendra des fils et des filles."
GEN.5.5,93,fr,Tous les jours quAdam vécut furent de neuf cent trente ans; puis il mourut.
GEN.5.6,93,fr,"Seth, âgé de cent cinq ans, engendra Énosch."
GEN.5.7,93,fr,"Seth vécut, après la naissance dÉnosch, huit cent sept ans; et il engendra des fils et des filles."
GEN.5.8,93,fr,Tous les jours de Seth furent de neuf cent douze ans; puis il mourut.
GEN.5.9,93,fr,"Énosch, âgé de quatre-vingt-dix ans, engendra Kénan."
GEN.5.10,93,fr,"Énosch vécut, après la naissance de Kénan, huit cent quinze ans; et il engendra des fils et des filles."
GEN.5.11,93,fr,Tous les jours dÉnosch furent de neuf cent cinq ans; puis il mourut.
GEN.5.12,93,fr,"Kénan, âgé de soixante-dix ans, engendra Mahalaleel."
GEN.5.13,93,fr,"Kénan vécut, après la naissance de Mahalaleel, huit cent quarante ans; et il engendra des fils et des filles."
GEN.5.14,93,fr,Tous les jours de Kénan furent de neuf cent dix ans; puis il mourut.
GEN.5.15,93,fr,"Mahalaleel, âgé de soixante-cinq ans, engendra Jéred."
GEN.5.16,93,fr,"Mahalaleel vécut, après la naissance de Jéred, huit cent trente ans; et il engendra des fils et des filles."
GEN.5.17,93,fr,Tous les jours de Mahalaleel furent de huit cent quatre-vingt-quinze ans; puis il mourut.
GEN.5.18,93,fr,"Jéred, âgé de cent soixante-deux ans, engendra Hénoc."
GEN.5.19,93,fr,"Jéred vécut, après la naissance dHénoc, huit cents ans; et il engendra des fils et des filles."
GEN.5.20,93,fr,Tous les jours de Jéred furent de neuf cent soixante-deux ans; puis il mourut.
GEN.5.21,93,fr,"Hénoc, âgé de soixante-cinq ans, engendra Metuschélah."
GEN.5.22,93,fr,"Hénoc, après la naissance de Metuschélah, marcha avec Dieu trois cents ans; et il engendra des fils et des filles."
GEN.5.23,93,fr,Tous les jours dHénoc furent de trois cent soixante-cinq ans.
GEN.5.24,93,fr,"Hénoc marcha avec Dieu; puis il ne fut plus, parce que Dieu le prit."
GEN.5.25,93,fr,"Metuschélah, âgé de cent quatre-vingt-sept ans, engendra Lémec."
GEN.5.26,93,fr,"Metuschélah vécut, après la naissance de Lémec, sept cent quatre-vingt-deux ans; et il engendra des fils et des filles."
GEN.5.27,93,fr,Tous les jours de Metuschélah furent de neuf cent soixante-neuf ans; puis il mourut.
GEN.5.28,93,fr,"Lémec, âgé de cent quatre-vingt-deux ans, engendra un fils."
GEN.5.29,93,fr,"Il lui donna le nom de Noé, en disant: Celui-ci nous consolera de nos fatigues et du travail pénible de nos mains, provenant de cette terre que lÉternel a maudite."
GEN.5.30,93,fr,"Lémec vécut, après la naissance de Noé, cinq cent quatre-vingt-quinze ans; et il engendra des fils et des filles."
GEN.5.31,93,fr,Tous les jours de Lémec furent de sept cent soixante-dix sept ans; puis il mourut.
GEN.5.32,93,fr,"Noé, âgé de cinq cents ans, engendra Sem, Cham et Japhet."
GEN.10.1,93,fr,"Voici la postérité des fils de Noé, Sem, Cham et Japhet. Il leur naquit des fils après le déluge."
GEN.10.2,93,fr,"Les fils de Japhet furent: Gomer, Magog, Madaï, Javan, Tubal, Méschec et Tiras."
GEN.10.3,93,fr,"Les fils de Gomer: Aschkenaz, Riphat et Togarma."
GEN.10.4,93,fr,"Les fils de Javan: Élischa, Tarsis, Kittim et Dodanim."
GEN.10.5,93,fr,"Cest par eux quont été peuplées les îles des nations selon leurs terres, selon la langue de chacun, selon leurs familles, selon leurs nations."
GEN.10.6,93,fr,"Les fils de Cham furent: Cusch, Mitsraïm, Puth et Canaan."
GEN.10.7,93,fr,"Les fils de Cusch: Saba, Havila, Sabta, Raema et Sabteca. Les fils de Raema: Séba et Dedan."
GEN.10.8,93,fr,Cusch engendra aussi Nimrod; cest lui qui commença à être puissant sur la terre.
GEN.10.9,93,fr,"Il fut un vaillant chasseur devant lÉternel; cest pourquoi lon dit: Comme Nimrod, vaillant chasseur devant lÉternel."
GEN.10.10,93,fr,"Il régna dabord sur Babel, Érec, Accad et Calné, au pays de Schinear."
GEN.10.11,93,fr,"De ce pays-là sortit Assur; il bâtit Ninive, Rehoboth Hir, Calach."
GEN.10.12,93,fr,et Résen entre Ninive et Calach; cest la grande ville.
GEN.10.13,93,fr,"Mitsraïm engendra les Ludim, les Anamim, les Lehabim, les Naphtuhim."
GEN.10.14,93,fr,"les Patrusim, les Casluhim, doù sont sortis les Philistins, et les Caphtorim."
GEN.10.15,93,fr,"Canaan engendra Sidon, son premier-né, et Heth;."
GEN.10.16,93,fr,"et les Jébusiens, les Amoréens, les Guirgasiens."
GEN.10.17,93,fr,"les Héviens, les Arkiens, les Siniens."
GEN.10.18,93,fr,"les Arvadiens, les Tsemariens, les Hamathiens. Ensuite, les familles des Cananéens se dispersèrent."
GEN.10.19,93,fr,"Les limites des Cananéens allèrent depuis Sidon, du côté de Guérar, jusquà Gaza, et du côté de Sodome, de Gomorrhe, dAdma et de Tseboïm, jusquà Léscha."
GEN.10.20,93,fr,"Ce sont là les fils de Cham, selon leurs familles, selon leurs langues, selon leurs pays, selon leurs nations."
GEN.10.21,93,fr,"Il naquit aussi des fils à Sem, père de tous les fils dHéber, et frère de Japhet laîné."
GEN.10.22,93,fr,"Les fils de Sem furent: Élam, Assur, Arpacschad, Lud et Aram."
GEN.10.23,93,fr,"Les fils dAram: Uts, Hul, Guéter et Masch."
GEN.10.24,93,fr,Arpacschad engendra Schélach; et Schélach engendra Héber.
GEN.10.25,93,fr,"Il naquit à Héber deux fils: le nom de lun était Péleg, parce que de son temps la terre fut partagée, et le nom de son frère était Jokthan."
GEN.10.26,93,fr,"Jokthan engendra Almodad, Schéleph, Hatsarmaveth, Jérach."
GEN.10.27,93,fr,"Hadoram, Uzal, Dikla."
GEN.10.28,93,fr,"Obal, Abimaël, Séba."
GEN.10.29,93,fr,"Ophir, Havila et Jobab. Tous ceux-là furent fils de Jokthan."
GEN.10.30,93,fr,"Ils habitèrent depuis Méscha, du côté de Sephar, jusquà la montagne de lorient."
GEN.10.31,93,fr,"Ce sont là les fils de Sem, selon leurs familles, selon leurs langues, selon leurs pays, selon leurs nations."
GEN.10.32,93,fr,"Telles sont les familles des fils de Noé, selon leurs générations, selon leurs nations. Et cest deux que sont sorties les nations qui se sont répandues sur la terre après le déluge."
GEN.11.1,93,fr,Toute la terre avait une seule langue et les mêmes mots.
