source,source_url,translation_url,ref,mashi,french,unit_type,review_status,quality_flags
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO01.htm,https://ebible.org/fraLSG/EXO01.htm,EXO 1:20,"Nnâmahanga arhabâla abo bakazi bâlikwa, nalo olubaga lwajà lwayushûka lwanazibuha.",Dieu fit du bien aux sages-femmes; et le peuple multiplia et devint très nombreux.,verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO01.htm,https://ebible.org/fraLSG/EXO01.htm,EXO 1:21,"Kulya kubà abo bakazi bâlikwa bakagirhînya Nyakasane, Nyakasane naye abahà iburha.","Parce que les sages-femmes avaient eu la crainte de Dieu, Dieu fit prospérer leurs maisons.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO01.htm,https://ebible.org/fraLSG/EXO01.htm,EXO 1:22,"Faraoni mwâmi w’e Mîsiri kwo kurhegeka abantu bâge boshi, erhi: «Ngasi mwâna-rhabana waburhwe, munamulohe erwîshi, ci ngasi mwâna-nyere munaleke alame».","Alors Pharaon donna cet ordre à tout son peuple: Vous jetterez dans le fleuve tout garçon qui naîtra, et vous laisserez vivre toutes les filles.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:1,"Muntu muguma w’omu bûko bwa Levi anacijà aho, ayanka omunyere w’omu bûko bwa Levi.",Un homme de la maison de Lévi avait pris pour femme une fille de Lévi.,verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:2,"Nyamukazi anacirhôla izîmi, aburha mugala. Erhi abona oku ali mwinjà, ajira myêzi isharhu erhi kufulika amufulika.","Cette femme devint enceinte et enfanta un fils. Elle vit qu’il était beau, et elle le cacha pendant trois mois.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:3,"Lêro erhi acibula oku ankacishub’ikâmufulika, arhôla ecirhimbiri c’enfinjo, acîshîga ebizibwe n’obulembo, acihiramwo olya mwâna, acidekereza omu masheke eburhambi bw’olwîshi.","Ne pouvant plus le cacher, elle prit une caisse de jonc, qu’elle enduisit de bitume et de poix; elle y mit l’enfant, et le déposa parmi les roseaux, sur le bord du fleuve.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:4,Mwâli wâbo nyamwâna abêra kuli hitya mpu alole kurhi abà.,"La sœur de l’enfant se tint à quelque distance, pour savoir ce qui lui arriverait.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:5,"Lêro mwâli wa Faraoni mwâmi w’e Mîsiri anaciyandagalira ebwa lwîshi mpu aj’icîshuka, oku abajà-nyere bâge barhambika oku lwîshi. Anacilangîra ecirhimbiri omu masheke, àrhuma omujà-nyere wâge mpu ajicilêrha.","La fille de Pharaon descendit au fleuve pour se baigner, et ses compagnes se promenèrent le long du fleuve. Elle aperçut la caisse au milieu des roseaux, et elle envoya sa servante pour la prendre.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:6,"Anacicifunula, abona omwâna: ali mwâna-rhabana odwîrhe alaka. Obwonjo bwamugwârha, anaciderha, erhi: «Mwâna wa Bayahudi oyu».","Elle l’ouvrit, et vit l’enfant: c’était un petit garçon qui pleurait. Elle en eut pitié, et elle dit: C’est un enfant des Hébreux!",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:7,"Okubundi mwâliwâbo nyamwâna anacibwîra mwâli wa Faraoni mwâmi w’e Mîsiri, erhi: «Ka walonza njihamagala omulezi omu bakazi b’Abayahudi akazikuyonkekeza oyu mwâna?»","Alors la sœur de l’enfant dit à la fille de Pharaon: Veux-tu que j’aille te chercher une nourrice parmi les femmes des Hébreux, pour allaiter cet enfant?",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:8,"Mwâli wa Faraoni mwâmi w’e Mîsiri amubwîra, erhi: «Gendaga omulonze.» Olya munyere agendihamagala nnina wa nyamwâna.","Va, lui répondit la fille de Pharaon. Et la jeune fille alla chercher la mère de l’enfant.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:9,"Mwâli wa Faraoni mwâmi w’e Mîsiri amubwîra, erhi: «Mpêkera oyu mwâna, ojikamuyonsa, niene nayishikuhêmba.» Olya mukazi anacirhôla omwâna, akamuyonsa.","La fille de Pharaon lui dit: Emporte cet enfant, et allaite-le-moi; je te donnerai ton salaire. La femme prit l’enfant, et l’allaita.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:10,"Erhi omwâna akula, amuhêkera mwâli wa Faraoni mwâmi w’e Mîsiri. Naye amuyankirira nka mugala; amuyîrika izîno lya «Mûsa», erhi: «Namurhôlaga omu mîshi.»","Quand il eut grandi, elle l’amena à la fille de Pharaon, et il fut pour elle comme un fils. Elle lui donna le nom de Moïse, car, dit-elle, je l’ai retiré des eaux.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:11,"Muli ezo nsiku, Mûsa erhi akolaga mukulu, àkanya mpu agendilamusa bene wâbo, abona kurhi barhindibusire n’emikolo y’obujà. Abona oku Omunya-Mîsiri ashûrha mwene wâbo w’Omuyahudi.","En ce temps-là, Moïse, devenu grand, se rendit vers ses frères, et fut témoin de leurs pénibles travaux. Il vit un Égyptien qui frappait un Hébreu d’entre ses frères.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:12,"Alola eyi n’eyi, abona ntâye omubwîne, àniga olya Munya-Mîsiri anamufulika omu mushenyi.","Il regarda de côté et d’autre, et, voyant qu’il n’y avait personne, il tua l’Égyptien, et le cacha dans le sable.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:13,"Erhi buca, kandi ashubigenda: ashimâna Bayahudi babirhi badwîrhe balwa. Anacibwîra owalihalalîre owâbo, erhi: «Cici oshûrhire owinyu?»","Il sortit le jour suivant; et voici, deux Hébreux se querellaient. Il dit à celui qui avait tort: Pourquoi frappes-tu ton prochain?",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:14,"Olya mulume amubwîra, erhi: «Ndi wakujiraga murhambo na mucîranuzi wîrhu? K’omanyire mpu nâni wanyîrha nka kulya wayîrhaga olya Munya-Mîsiri?» Mûsa àyôboha, erhi: «Kuziga kulya kwamanyîkîne!»","Et cet homme répondit: Qui t’a établi chef et juge sur nous? Penses-tu me tuer, comme tu as tué l’Égyptien? Moïse eut peur, et dit: Certainement la chose est connue.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:15,"Faraoni mwâmi w’e Mîsiri ayumva baderha ogwo mwanzi, ahiga okuyîrha Mûsa. Ci Mûsa abunga, ayâka Faraoni mwâmi w’e Mîsiri; acijîra omu cihugo c’e Madiyani, aburhamala hôfi n’iriba.","Pharaon apprit ce qui s’était passé, et il cherchait à faire mourir Moïse. Mais Moïse s’enfuit de devant Pharaon, et il se retira dans le pays de Madian, où il s’arrêta près d’un puits.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:16,Omudâhwa w’e Madiyani ali agwêrhe banyere bâge nda. Banaciyisha balidôma n’okuyunjuza ebiranga mpu banywese amasò g’ebintu by’îshe.,"Le sacrificateur de Madian avait sept filles. Elles vinrent puiser de l’eau, et elles remplirent les auges pour abreuver le troupeau de leur père.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:17,"Abangere banaciyisha, babalibirhakwo. Lêro Mûsa anaciyimuka, abarhabâla ananywêsa amasò gâbo.","Les bergers arrivèrent, et les chassèrent. Alors Moïse se leva, prit leur défense, et fit boire leur troupeau.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:18,"Erhi bagaluka emw’îshe Reweli, abadôsa, erhi: «Lêro càrhumire mubiduha ntya ene?»","Quand elles furent de retour auprès de Réuel, leur père, il dit: Pourquoi revenez-vous si tôt aujourd’hui?",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:19,"Bamushuza, mpu: «Munya-Mîsiri muguma warhushugunwire omu maboko g’abangere, ciru ye wanarhudomire ananywêsa amasò!»","Elles répondirent: Un Égyptien nous a délivrées de la main des bergers, et même il nous a puisé de l’eau, et a fait boire le troupeau.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:20,"Anacibwîra abâli, erhi: «Ngahi ali? Carhumaga musiga oyo muntu? Hamagali ye, ayîshe alyè!»","Et il dit à ses filles: Où est-il? Pourquoi avez-vous laissé cet homme? Appelez-le, pour qu’il prenne quelque nourriture.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:21,"Mûsa ayêmêra okubêra aha mw’oyo mulume, naye anacimuhà omwâli Sipora.","Moïse se décida à demeurer chez cet homme, qui lui donna pour femme Séphora, sa fille.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:22,"Nyamuhya anaciburha omwâna-rhabana. Mûsa amuyîrika izîno lya Gershomi, erhi: «Bulya ndi mubunga omu cihugo c’ihanga.»","Elle enfanta un fils, qu’il appela du nom de Guerschom, car, dit-il, j’habite un pays étranger.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:23,"Erhi nsiku nyinji zigera, omwâmi w’e Mîsiri afà. Mwo bulya bujà bwâbo, bene-Israheli balakira Nyamuzinda, babanda endûlù, na kurhenga omu bujà bwâbo, endûlù yâbo yasôkera emwa Nyamuzinda.","Longtemps après, le roi d’Égypte mourut, et les enfants d’Israël gémissaient encore sous la servitude, et poussaient des cris. Ces cris, que leur arrachait la servitude, montèrent jusqu’à Dieu.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:24,"Nyamuzinda ayumva endûlù yâbo; Nyamuzinda akengêra endagâno yâge bo n’Abrahamu, Izaki na Yakôbo.","Dieu entendit leurs gémissements, et se souvint de son alliance avec Abraham, Isaac et Jacob.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO02.htm,https://ebible.org/fraLSG/EXO02.htm,EXO 2:25,Nyamuzinda abona bene-Israheli oku balagîrîre ; Nyamuzinda abamanyirira.,"Dieu regarda les enfants d’Israël, et il en eut compassion.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:1,"Mûsa ali ayâbwîre obusò bw’ebibuzi by’ishazâla Yetro, mudâhwa w’e Mediyani. Alongôlana ebibuzi kulî-kulî omu irungu, àlinda ahika oku ntondo ya Nyamuzinda e Horebu.","Moïse faisait paître le troupeau de Jéthro, son beau-père, sacrificateur de Madian; et il mena le troupeau derrière le désert, et vint à la montagne de Dieu, à Horeb.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:2,"Malahika wa Nyakasane àmubonekera omu ngulumira y’omuliro yakagigulumira omu karhî k’ishaka. Mûsa alolêreza, abona ishaka lidwîrhe lyagulumira, ci lirhasingônoka.","L’ange de l’Éternel lui apparut dans une flamme de feu, au milieu d’un buisson. Moïse regarda; et voici, le buisson était tout en feu, et le buisson ne se consumait point.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:3,"Mûsa aciderheza emurhima, erhi: «Nazunguluka ndole kw’oyu kabazâne: cici cirhumire eri ishaka lirhadwîrhi lyasingônoka?»","Moïse dit: Je veux me détourner pour voir quelle est cette grande vision, et pourquoi le buisson ne se consume point.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:4,"Nyakasane abona oku ayisha azunguluka mpu alole; lêro Nyamuzinda anacimuhamagala omu kâgarhî ka lirya ishaka, erhi: «Mûsa, Mûsa!» Naye, erhi «Karame!»","L’Éternel vit qu’il se détournait pour voir; et Dieu l’appela du milieu du buisson, et dit: Moïse! Moïse! Et il répondit: Me voici!",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:5,"Aderha, erhi: «Omanye wankayegêra hano! Hogola enkwêrho zâwe emagulu, bulya hano oyîmanzire hali hantu hatagatîfu.»","Dieu dit: N’approche pas d’ici, ôte tes souliers de tes pieds, car le lieu sur lequel tu te tiens est une terre sainte.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:6,"Ashubiderha, erhi: «Nie Nyamuzinda wa sho, Nyamuzinda w’Abrahamu, Nyamuzinda w’Izaki, Nyamuzinda wa Yakôbo.» Mûsa acîhundikira obusù, bulya ali ayôbohire okulolakwo Nyamuzinda.","Et il ajouta: Je suis le Dieu de ton père, le Dieu d’Abraham, le Dieu d’Isaac et le Dieu de Jacob. Moïse se cacha le visage, car il craignait de regarder Dieu.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:7,"Nyakasane anaciderha, erhi: «Kwo binali, nabwîne amalibûko g’olubaga lwâni luli e Mîsiri, nayumvîrhe n’endûlù ludwîrhe lwabanda embere z’abadwîrhe balulibuza. Nêci, manyire malibuko maci lulimwo.","L’Éternel dit: J’ai vu la souffrance de mon peuple qui est en Égypte, et j’ai entendu les cris que lui font pousser ses oppresseurs, car je connais ses douleurs.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:8,"Co cirhumire nayandagala nti mbalikûze omu maboko g’Abanya-Mîsiri, mbarhenzemwo eci cihugo, mbaheke omu cihugo cinjà na cigali, omu cihugo cihululamwo amarhà n’obûci, omu cihugo cibâmwo Abakanani, Abahititi, Abamoriti, Abaperiziti, Abahiviti n’Abayebusi.","Je suis descendu pour le délivrer de la main des Égyptiens, et pour le faire monter de ce pays dans un bon et vaste pays, dans un pays où coulent le lait et le miel, dans les lieux qu’habitent les Cananéens, les Héthiens, les Amoréens, les Phéréziens, les Héviens et les Jébusiens.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:9,"Na kulya kubà endûlù za bene-Israheli zampisirekwo, bulya nabwîne kurhi Abanya-Mîsiri badwîrhe babalibuza.","Voici, les cris d’Israël sont venus jusqu’à moi, et j’ai vu l’oppression que leur font souffrir les Égyptiens.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:10,"Yimukaga, ogende; nkurhumîre emwa Faraoni mwâmi w’e Mîsiri nti ogendirhenza olubaga lwâni lwa bene-Israheli e Mîsiri.»","Maintenant, va, je t’enverrai auprès de Pharaon, et tu feras sortir d’Égypte mon peuple, les enfants d’Israël.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:11,"Mûsa anacibwîra Nyamuzinda, erhi: «Ndigi muntu muci nâni obwo w’okurhungâna Faraoni mwâmi w’e Mîsiri, n’okurhenza olubaga lwa bene-Israheli e Mîsiri?»","Moïse dit à Dieu: Qui suis-je, pour aller vers Pharaon, et pour faire sortir d’Égypte les enfants d’Israël?",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:12,"Amubwîra, erhi: «Ndi haguma nâwe. Alaga n’ecimanyîso oku nie nkurhumire: hano ôbà wamarhenza olubaga e Mîsiri, mwayishibâgira Nyamuzinda enterekêro kuli eyi ntondo».","Dieu dit: Je serai avec toi; et ceci sera pour toi le signe que c’est moi qui t’envoie: quand tu auras fait sortir d’Égypte le peuple, vous servirez Dieu sur cette montagne.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:13,"Mûsa anacibwîra Nyamuzinda, erhi: «Nkolaga nacîbanda hali bene-Israheli, mbabwîre, nti: “Nyamuzinda wa basho ontumire emunda muli. Bakandosagya, mpu: Izîno lyâge ye ndi?, kurhigi nâbabwîra obwo?”»","Moïse dit à Dieu: J’irai donc vers les enfants d’Israël, et je leur dirai: Le Dieu de vos pères m’envoie vers vous. Mais, s’ils me demandent quel est son nom, que leur répondrai-je?",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:14,"Nyamuzinda anacibwîra Mûsa, erhi: «Nie Nyamubâho .» Amubwîra, erhi: «Oyishibwîra bene-Israheli, erhi: “Nyamubâho ontumire emunda muli.”»",Dieu dit à Moïse: Je suis celui qui suis. Et il ajouta: C’est ainsi que tu répondras aux enfants d’Israël: Celui qui s’appelle “je suis” m’a envoyé vers vous.,verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:15,"Nyamuzinda àshubibwîra Mûsa, erhi: «Oyishibwîra bene-Israheli ntyâla, erhi: “Nyamubâho, Nyamuzinda wa basho, Nyamuzinda wa Abrahamu, Nyamuzinda wa Izaki, Nyamuzinda wa Yakôbo, antumire emunda muli. Eryo lyo izîno lyâni burhashuba, lyo izîno bakànkengêramwo kurhenga oku iburha kujà oku lindi.”»","Dieu dit encore à Moïse: Tu parleras ainsi aux enfants d’Israël: L’Éternel, le Dieu de vos pères, le Dieu d’Abraham, le Dieu d’Isaac et le Dieu de Jacob, m’envoie vers vous. Voilà mon nom pour l’éternité, voilà mon nom de génération en génération.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO03.htm,https://ebible.org/fraLSG/EXO03.htm,EXO 3:16,"«Ogendishubûza abagula ba bene-Israheli boshi, obabwîre, erhi: “Nyamubâho, Nyamuzinda wa basho, Nyamuzinda wa Abrahamu, Nyamuzinda wa Izaki, Nyamuzinda wa Yakôbo anambonekire, ambwîra”, erhi: “Nahizire okummulîkûza, bulya nabwîne amabî goshi badwîrhe bammujirira e Mîsiri”.","Va, rassemble les anciens d’Israël, et dis-leur: L’Éternel, le Dieu de vos pères, m’est apparu, le Dieu d’Abraham, d’Isaac et de Jacob. Il a dit: Je vous ai vus, et j’ai vu ce qu’on vous fait en Égypte,",verse,needs_review,
