language,iso_code,variety,region,source,source_url,retrieved_at,record_id,reference,source_text,target_language,target_text,unit_type,domain,licence,review_status,quality_flags,notes
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,f00c2e125bb34f0a,GEN.1.11,"Puis Dieu dit: Que la terre produise de la verdure, de lherbe portant de la semence, des arbres fruitiers donnant du fruit selon leur espèce et ayant en eux leur semence sur la terre. Et cela fut ainsi.",Tabwa/Kitabwa,"Kabili Leza waalandile evi, Kyalo kimenie bikusi ni saasa uliwaseekako mbezu ilekenkeene, ni bimuti bilibyaseekako mazabo kukonkana ni misango yabyo, mazabo ali ni mbezu mukati. Evio i vikyaali.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,7fbca4b06e3388a7,GEN.1.12,"La terre produisit de la verdure, de lherbe portant de la semence selon son espèce, et des arbres donnant du fruit et ayant en eux leur semence selon leur espèce. Dieu vit que cela était bon.",Tabwa/Kitabwa,"Kyalo kyaameniizie bikusi ni saasa uliwaseekako mbezu ilekenkeene, ni bimuti bilibyaseekako mazabo kukonkana ni misango yabyo, mazabo ali ni mbezu mukati. Leza wamwene nangue kyaali kyaweme. Evio i vikyaali.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,b3add34c37f1adc9,GEN.1.13,"Ainsi, il y eut un soir, et il y eut un matin: ce fut le troisième jour.",Tabwa/Kitabwa,"Kwa-alukile kyungulo, kabili kwa-alukile lukeelekeele. Bobo i bwaali busiku bwa butatu.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,6c2baacff61fe307,GEN.1.14,"Dieu dit: Quil y ait des luminaires dans létendue du ciel, pour séparer le jour davec la nuit; que ce soient des signes pour marquer les époques, les jours et les années;.",Tabwa/Kitabwa,"Kabili Leza waalandile evi, Misaniko imoneke mu lyulu ya kuti ilekenkanie musita wa koba ni musita wa busiku, kuti iye yali tulangi twa nsita ni nsiku ni myaka.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,8f367677f1fa6a65,GEN.1.15,"et quils servent de luminaires dans létendue du ciel, pour éclairer la terre. Et cela fut ainsi.",Tabwa/Kitabwa,kabili misaniko iye yali mu lyulu kuti iye yasanikila pa kyalo. Evio i vikyaali.,verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,c690618766ea144f,GEN.1.16,"Dieu fit les deux grands luminaires, le plus grand luminaire pour présider au jour, et le plus petit luminaire pour présider à la nuit; il fit aussi les étoiles.",Tabwa/Kitabwa,"Leza waakitile misaniko ibili ikata, musaniko utaniisie uye wasanikila musita wa koba, ni ukeepeleko uye wasanikila musita wa busiku. Kabili Leza waakitile ni ntanda.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,c8a3a203c54e58fc,GEN.1.17,"Dieu les plaça dans létendue du ciel, pour éclairer la terre.",Tabwa/Kitabwa,Leza waabiikile misaniko mu lyulu kuti iye yasanikila pa kyalo.,verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,74a0660dc89c4b21,GEN.1.18,"pour présider au jour et à la nuit, et pour séparer la lumière davec les ténèbres. Dieu vit que cela était bon.",Tabwa/Kitabwa,"iye yateeka musita wa koba ni wa busiku, evi iye yalekenkaniizie kisue ni nfinzi. Leza waamwene nangue kyaali kyaweme.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,d2374803881c4a2e,GEN.1.19,"Ainsi, il y eut un soir, et il y eut un matin: ce fut le quatrième jour.",Tabwa/Kitabwa,"Kwa-alukile kyungulo, kabili kwa-alukile lukeelekeele. Bobo i bwaali busiku bwa buna.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,b022cdc4414b7827,GEN.1.20,"Dieu dit: Que les eaux produisent en abondance des animaux vivants, et que des oiseaux volent sur la terre vers létendue du ciel.",Tabwa/Kitabwa,"Kabili Leza waalandile evi, Mu menda mube bilengua bikose bilibyaenda, ni mu lweleele mube byoni bilibyapupuka peulu kyalo.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,53c2f259837c9491,GEN.1.21,"Dieu créa les grands poissons et tous les animaux vivants qui se meuvent, et que les eaux produisirent en abondance selon leur espèce; il créa aussi tout oiseau ailé selon son espèce. Dieu vit que cela était bon.",Tabwa/Kitabwa,"Leza waalengele bilengua bikata bya mu lyezi mu misango yabyo, ni bilengua bikose bilibyaenda mu menda mu misango yabyo pamo ni byoni bilibyapupuka mu lweleele mu misango yabyo. Leza waamwene nangue kyaali kyaweme.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,7bdf53510b2e8433,GEN.1.22,"Dieu les bénit, en disant: Soyez féconds, multipliez, et remplissez les eaux des mers; et que les oiseaux multiplient sur la terre.",Tabwa/Kitabwa,"Leza waabipaalile walanda bivyalane, bisanduluke ni kwizula mu menda a mu lyezi, ni byoni bisanduluke mu kyalo.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,611533768e20e0ac,GEN.1.23,"Ainsi, il y eut un soir, et il y eut un matin: ce fut le cinquième jour.",Tabwa/Kitabwa,"Kwa-alukile kyungulo, kabili kwa-alukile lukeelekeele. Bobo i bwaali busiku bwa busaano.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,c56710add48473e1,GEN.1.24,"Dieu dit: Que la terre produise des animaux vivants selon leur espèce, du bétail, des reptiles et des animaux terrestres, selon leur espèce. Et cela fut ainsi.",Tabwa/Kitabwa,"Kabili Leza waalandile evi, Kyalo kifumie misango yonse ya bilengua bikose mu misango ilekenkeene. Nama ya kuteekua, ni bilibyayibula pansi, ni nama ya mu kisonso mu misango ilekenkeene. Evio i vikyaali.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,aae809e238d3f5ab,GEN.1.25,"Dieu fit les animaux de la terre selon leur espèce, le bétail selon son espèce, et tous les reptiles de la terre selon leur espèce. Dieu vit que cela était bon.",Tabwa/Kitabwa,"Leza waakitile nama ya mu musitu mu misango yayo, ni nama ya kuteekua mu misango yayo, ni kubalua kilengua kilikyayibula pansi mu misango yayo. Leza waamwene nangue kyaali kyaweme.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,2c1d12cbd3f122f9,GEN.1.26,"Puis Dieu dit: Faisons lhomme à notre image, selon notre ressemblance, et quil domine sur les poissons de la mer, sur les oiseaux du ciel, sur le bétail, sur toute la terre, et sur tous les reptiles qui rampent sur la terre.",Tabwa/Kitabwa,"Kabili Leza waalandile evi, Ale kansi tubumbe muntu mu lukebu lwetu wapaleene ni fwefue. Kabili tumupeele buvinde bwa kuteeka masabi a mu lyezi, ni tooni twa mu lweleele, ni nama ya kuteekua, ni buvinde bwa kuteeka kyalo kyonse pamo ni bilengua byonse bilibyayibula pansi.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,9a75b48d1fe0b05c,GEN.1.27,"Dieu créa lhomme à son image, il le créa à limage de Dieu, il créa lhomme et la femme.",Tabwa/Kitabwa,"Evi Leza waalengele muntu mu lukebu lwakue mwine. Mu lukebu lwakua Leza i mwaalengeelue muntu. Mwalalume ni mwanakazi, waabalengele.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,f5eed2fcde94a054,GEN.1.28,"Dieu les bénit, et Dieu leur dit: Soyez féconds, multipliez, remplissez la terre, et lassujettissez; et dominez sur les poissons de la mer, sur les oiseaux du ciel, et sur tout animal qui se meut sur la terre.",Tabwa/Kitabwa,"Leza waabapaalile wabaana nangue, Ale vyalane musanduluke. Izuzie kyalo ni kukinasia. Muye mwali bakateeka ba masabi a mu lyezi, ni ba byoni bya mu lweleele, ni ba bilengua byonse bikose bilibyayibula pansi.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,b9b614cd1b3b96c9,GEN.1.29,"Et Dieu dit: Voici, je vous donne toute herbe portant de la semence et qui est à la surface de toute la terre, et tout arbre ayant en lui du fruit darbre et portant de la semence: ce sera votre nourriture.",Tabwa/Kitabwa,"Leza waalandile evi, Mone namipeela kubalua saasa uli pa kyalo kyonse uliwaseekako mbezu, ni kubalua kimuti kilikyaseekako mazabo ali ni mbezu mukati kuti bikabe bya kulia byenu.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,978e94ac30c4eebf,GEN.1.30,"Et à tout animal de la terre, à tout oiseau du ciel, et à tout ce qui se meut sur la terre, ayant en soi un souffle de vie, je donne toute herbe verte pour nourriture. Et cela fut ainsi.",Tabwa/Kitabwa,"Inzi nama yonse ya pa kyalo, ni tooni twa mu lweleele, ni kyonse kilikyayibula pansi kili ni bukose, nabipeela maani a saasa kuti bibe bilio byabo. Evio i vikyaali.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,f6b623813a3237ae,GEN.1.31,"Dieu vit tout ce quil avait fait et voici, cela était très bon. Ainsi, il y eut un soir, et il y eut un matin: ce fut le sixième jour.",Tabwa/Kitabwa,"Leza waamwene nangue byonse bi-aakitile byaali byakilile kuwama. Kwa-alukile kyungulo, kabili kwa-alukile lukeelekeele. Bobo i bwaali busiku bwa mutanda.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,f14ba99c27781632,GEN.2.1,"Ainsi furent achevés les cieux et la terre, et toute leur armée.",Tabwa/Kitabwa,Evi i vyaapwile kulengua kwa lyulu ni kyalo pamo ni byonse bilimo.,verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,18e44f3a32cb002e,GEN.2.2,"Dieu acheva au septième jour son œuvre, quil avait faite: et il se reposa au septième jour de toute son œuvre, quil avait faite.",Tabwa/Kitabwa,"Mu busiku bwa kilooba, Leza waali wasyapwile miilo yakue yonse i-aali wakita. Ni pakako, waatuziizie busiku bwa kilooba ni kulekela kubomba miilo yakue yonse i-aali wakita.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,51b9632be5205bdc,GEN.2.3,"Dieu bénit le septième jour, et il le sanctifia, parce quen ce jour il se reposa de toute son œuvre quil avait créée en la faisant.",Tabwa/Kitabwa,Leza waapaalile busiku bwa kilooba ni kubuzuukia pantu i busiku bu-atuziiziemo pa kyamba kya miilo ya kulenga bintu byonse.,verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,649203138bca142e,GEN.2.4,"Voici les origines des cieux et de la terre, quand ils furent créés. Lorsque lÉternel Dieu fit une terre et des cieux.",Tabwa/Kitabwa,Leli i lyasi lya kulengua kwa lyulu ni kyalo. Yawe Leza lu-aalengele lyulu ni kyalo.,verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,6b0277eb12412856,GEN.2.5,"aucun arbuste des champs nétait encore sur la terre, et aucune herbe des champs ne germait encore: car lÉternel Dieu navait pas fait pleuvoir sur la terre, et il ny avait point dhomme pour cultiver le sol.",Tabwa/Kitabwa,"pa kyalo tepaali pamenene kantu, ni saasa wa mu kisonso waali teunamene, pantu Yawe Leza waali tananokiepo nvula, kabili tepaali muntu wa kulima musili.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,cae969d75f65d4f2,GEN.2.6,"Mais une vapeur séleva de la terre, et arrosa toute la surface du sol.",Tabwa/Kitabwa,Inzi menda a pansi i-aali aleeta kinwanvi pa bulongo.,verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,a0194234a93d64f6,GEN.2.7,"LÉternel Dieu forma lhomme de la poussière de la terre, il souffla dans ses narines un souffle de vie et lhomme devint un être vivant.",Tabwa/Kitabwa,"Yawe Leza waabuulile lufunko lwa bulongo, wabumba mwalalume ni kumupuzila mupuze wa bukose mu myona, ni ye wa-aluka kilengua kikose.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,6b20e4bb42f65785,GEN.2.8,"Puis lÉternel Dieu planta un jardin en Éden, du côté de lorient, et il y mit lhomme quil avait formé.",Tabwa/Kitabwa,Kabili Yawe Leza waakitile bukaba mu Edeni lya ku kabanga ni kubiikamo muntu u-aabumbile.,verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,5ef3b8cb015f940e,GEN.2.9,"LÉternel Dieu fit pousser du sol des arbres de toute espèce, agréables à voir et bons à manger, et larbre de la vie au milieu du jardin, et larbre de la connaissance du bien et du mal.",Tabwa/Kitabwa,"Yawe Leza waameniizie misango yonse ya bimuti pa musili, bimuti biweme mu monekelo, bilibyaseekako mazabo aweme a kulia. Pa bukata bwa bukaba, paali pali kimuti kya bukose ni kimuti kya kumana biweme ni bibiipile.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,bddef58fb6afa983,GEN.2.10,"Un fleuve sortait dÉden pour arroser le jardin, et de là il se divisait en quatre bras.",Tabwa/Kitabwa,Momo mu Edeni i mwaali mwafumine mwenzi waali waleeta kinwanvi mu bukaba. Ozo mwenzi waali wakasanikilemo myenzi ina.,verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,9b00fdb6016e6db6,GEN.2.11,"Le nom du premier est Pischon; cest celui qui entoure tout le pays de Havila, où se trouve lor.",Tabwa/Kitabwa,Mwenzi wa mambo uliwakuutua Pishoni. Ozo mwenzi i uzyungulukiile kyalo kya Havila kilimo oro.,verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,27e346789f1e2f67,GEN.2.12,Lor de ce pays est pur; on y trouve aussi le bdellium et la pierre donyx.,Tabwa/Kitabwa,"Oro ya mu kekio kyalo iwamiisie, kabili i muli butonvu bwa bunu ni mabue a oniksi.",verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
Tabwa/Kitabwa,tap,Taabwa (DRC),Southeastern DRC,Kitaabua New Testament / French Louis Segond 1910,https://ebible.org/Scriptures/details.php?id=tap,2026-08-22,b43d96d8d9be829a,GEN.2.13,Le nom du second fleuve est Guihon; cest celui qui entoure tout le pays de Cusch.,Tabwa/Kitabwa,Mwenzi wa bubili uliwakuutua Gioni. Ozo mwenzi i uzyungulukiile kyalo kya Kushi.,verse,religious,CC BY-SA 4.0,verified_source,,Tabwa copyright © 2023 The Word for the World International; aligned with public-domain French Segond 1910.
